Date,JYSOC_Open,JYSOC_High,JYSOC_Low,JYSOC_Close,JYSOC_SMAVG (50)  on Close,JYSOC_SMAVG (100)  on Close,JYSOC_SMAVG (200)  on Close,JYSO2_Open,JYSO2_High,JYSO2_Low,JYSO2_Close,JYSO2_SMAVG (50)  on Close,JYSO2_SMAVG (100)  on Close,JYSO2_SMAVG (200)  on Close,JYSO5_Open,JYSO5_High,JYSO5_Low,JYSO5_Close,JYSO5_SMAVG (50)  on Close,JYSO5_SMAVG (100)  on Close,JYSO5_SMAVG (200)  on Close,JYSO10_Open,JYSO10_High,JYSO10_Low,JYSO10_Close,JYSO10_SMAVG (50)  on Close,JYSO10_SMAVG (100)  on Close,JYSO10_SMAVG (200)  on Close,JYSO30_Open,JYSO30_High,JYSO30_Low,JYSO30_Close,JYSO30_SMAVG (50)  on Close,JYSO30_SMAVG (100)  on Close,JYSO30_SMAVG (200)  on Close
2009-02-25,0.1095,0.113125,0.099,0.105,0.11,0.216283,0.361229,0.174,0.189,0.1705,0.1825,0.1837,0.28784,0.495216,,,,,,,,,,,,,,,,,,,,,
2009-02-26,0.1105,0.114,0.1,0.11125,0.109425,0.212745,0.35919,0.173,0.1845,0.1635,0.1825,0.18335,0.284635,0.492256,,,,,,,,,,,,,,,,,,,,,
2009-02-27,0.1095,0.1125,0.10525,0.1125,0.109745,0.20942,0.357153,0.169,0.1965,0.169,0.185,0.18358,0.281285,0.489206,,,,,,,,,,,,,,,,,,,,,
2009-03-02,0.112,0.121,0.101,0.11125,0.10977,0.206087,0.355109,0.19,0.1995,0.1825,0.19,0.18388,0.277925,0.486191,,,,,,,,,,,,,,,,,,,,,
2009-03-03,0.1095,0.115125,0.10001,0.11,0.10977,0.202485,0.353071,0.184,0.208,0.171875,0.1925,0.18423,0.274062,0.483116,,,,,,,,,,,,,,,,,,,,,
2009-03-04,0.11,0.11675,0.100625,0.1075,0.10982,0.19876,0.351034,0.184,0.1925,0.1825,0.1825,0.18478,0.270178,0.479888,,,,,,,,,,,,,,,,,,,,,
2009-03-05,0.111,0.11625,0.09876,0.11,0.10992,0.19516,0.34899,0.188,0.1905,0.1825,0.185,0.18533,0.266488,0.476538,,,,,,,,,,,,,,,,,,,,,
2009-03-06,0.11,0.11325,0.1075,0.11,0.109995,0.19161,0.346945,0.183,0.1865,0.179375,0.1865,0.18596,0.262908,0.473321,,,,,,,,,,,,,,,,,,,,,
2009-03-09,0.1075,0.11375,0.09975,0.107,0.110035,0.18803,0.344893,0.18,0.188,0.179375,0.1855,0.18657,0.259313,0.469973,,,,,,,,,,,,,,,,,,,,,
2009-03-10,0.1075,0.111,0.09862,0.111,0.110255,0.184465,0.342866,0.18,0.1895,0.1795,0.1895,0.18776,0.256308,0.466926,,,,,,,,,,,,,,,,,,,,,
2009-03-11,0.11,0.1155,0.102375,0.11,0.110455,0.18099,0.340836,0.186,0.205,0.183,0.1875,0.18891,0.253383,0.463941,,,,,,,,,,,,,,,,,,,,,
2009-03-12,0.11,0.1155,0.102455,0.11375,0.11073,0.177508,0.33883,0.185,0.211,0.183,0.1875,0.19006,0.250308,0.460946,,,,,,,,,,,,,,,,,,,,,
2009-03-13,0.11375,0.11675,0.09881,0.1125,0.11088,0.174213,0.336818,0.19,0.216,0.1875,0.19125,0.190785,0.247985,0.457749,,,,,,,,,,,,,,,,,,,,,
2009-03-16,0.1125,0.11675,0.11,0.1125,0.11113,0.171088,0.334783,0.19125,0.202,0.185,0.185,0.191635,0.24562,0.454319,,,,,,,,,,,,,,,,,,,,,
2009-03-17,0.1125,0.11675,0.1015,0.1125,0.11133,0.167863,0.332753,0.191,0.208,0.185,0.185,0.191585,0.243058,0.450552,,,,,,,,,,,,,,,,,,,,,
2009-03-18,0.1125,0.11625,0.104,0.1125,0.11148,0.165698,0.33069,0.19,0.2,0.180625,0.185,0.191385,0.240908,0.446714,,,,,,,,,,,,,,,,,,,,,
2009-03-19,0.11,0.11375,0.099805,0.108,0.11149,0.163603,0.328615,0.185,0.185,0.1775,0.18,0.190935,0.238807,0.442629,,,,,,,,,,,,,,,,,,,,,
2009-03-20,0.1075,0.1075,0.105,0.1075,0.11154,0.161752,0.326533,0.18,0.18,0.1775,0.18,0.190435,0.236707,0.438834,,,,,,,,,,,,,,,,,,,,,
2009-03-23,0.1075,0.11425,0.10125,0.11,0.11171,0.159953,0.324475,0.18,0.183,0.18,0.18,0.190135,0.234907,0.435037,,,,,,,,,,,,,,,,,,,,,
2009-03-24,0.11,0.1175,0.1075,0.11,0.11186,0.158177,0.322403,0.18,0.194,0.178,0.18125,0.19011,0.23296,0.431531,,,,,,,,,,,,,,,,,,,,,
2009-03-25,0.11,0.1175,0.103,0.11,0.112,0.156377,0.320328,0.181,0.195,0.18,0.18875,0.190185,0.230972,0.428179,,,,,,,,,,,,,,,,,,,,,
2009-03-26,0.11,0.1175,0.1025,0.11,0.11215,0.154628,0.318253,0.182,0.202,0.1815,0.1925,0.190385,0.228997,0.424772,,,,,,,,,,,,,,,,,,,,,
2009-03-27,0.11,0.1185,0.103,0.111,0.11224,0.152918,0.316158,0.188,0.208,0.1875,0.1925,0.190505,0.226767,0.421372,,,,,,,,,,,,,,,,,,,,,
2009-03-30,0.11,0.1155,0.103,0.11,0.112315,0.151167,0.314083,0.1925,0.207,0.18775,0.195,0.190505,0.224542,0.417967,,,,,,,,,,,,,,,,,,,,,
2009-03-31,0.11,0.116,0.103,0.11,0.112365,0.149438,0.312013,0.192,0.2,0.1915,0.195,0.190605,0.222367,0.414704,,,,,,,,,,,,,,,,,,,,,
2009-04-01,0.1095,0.1125,0.103,0.11,0.112415,0.1477,0.309944,0.191,0.196,0.191,0.195,0.190505,0.220433,0.411604,,,,,,,,,,,,,,,,,,,,,
2009-04-02,0.11,0.116,0.10795,0.10875,0.11244,0.146012,0.307888,0.193,0.203,0.1925,0.195,0.190305,0.218362,0.408704,,,,,,,,,,,,,,,,,,,,,
2009-04-03,0.10875,0.115375,0.096855,0.098105,0.112202,0.144294,0.305791,0.193,0.219,0.1895,0.2025,0.190155,0.216538,0.405954,,,,,,,,,,,,,,,,,,,,,
2009-04-06,0.10875,0.116375,0.10625,0.109,0.112182,0.142734,0.303754,0.2025,0.289375,0.195,0.2175,0.190355,0.215237,0.403192,,,,,,,,,,,,,,,,,,,,,
2009-04-07,0.10875,0.113875,0.101375,0.11,0.112132,0.141196,0.301739,0.2175,0.2625,0.133125,0.2225,0.190405,0.214013,0.400329,,,,,,,,,,,,,,,,,,,,,
2009-04-08,0.1095,0.111,0.097755,0.11,0.111957,0.139646,0.299694,0.221,0.28,0.214,0.23625,0.19073,0.21288,0.397473,,,,,,,,,,,,,,,,,,,,,
2009-04-09,0.11,0.114,0.1075,0.11,0.111707,0.138121,0.297674,0.226,0.236875,0.221875,0.225,0.19078,0.211705,0.394548,,,,,,,,,,,,,,,,,,,,,
2009-04-10,0.1095,0.11,0.10625,0.1075,0.111382,0.136496,0.295642,0.23,0.233,0.217,0.2225,0.19078,0.21053,0.391773,,,,,,,,,,,,,,,,,,,,,
2009-04-13,0.1075,0.11,0.105625,0.10625,0.111007,0.134884,0.293603,0.2225,0.225,0.2115,0.2175,0.190955,0.208805,0.388998,,,,,,,,,,,,,,,,,,,,,
2009-04-14,0.1095,0.117,0.100375,0.107,0.110747,0.133104,0.291568,0.213,0.225,0.2125,0.22,0.191165,0.207255,0.386298,,,,,,,,,,,,,,,,,,,,,
2009-04-15,0.10625,0.109,0.09563,0.10375,0.110397,0.131291,0.289512,0.213,0.220625,0.1975,0.1975,0.19089,0.20553,0.383538,,,,,,,,,,,,,,,,,,,,,
2009-04-16,0.1035,0.104,0.09188,0.09188,0.10981,0.129285,0.287411,0.197,0.207,0.193125,0.19875,0.190715,0.203792,0.380882,,,,,,,,,,,,,,,,,,,,,
2009-04-17,0.10375,0.107875,0.098505,0.099005,0.10939,0.1274,0.285351,0.197,0.19875,0.194375,0.1975,0.190665,0.202073,0.378289,,,,,,,,,,,,,,,,,,,,,
2009-04-20,0.10375,0.109625,0.094125,0.10125,0.109115,0.125562,0.283295,0.1975,0.1975,0.190625,0.195,0.190715,0.200652,0.375752,,,,,,,,,,,,,,,,,,,,,
2009-04-21,0.10125,0.107125,0.09063,0.1025,0.108865,0.123737,0.281257,0.195,0.201,0.189,0.19,0.190765,0.199227,0.373249,,,,,,,,,,,,,,,,,,,,,
2009-04-22,0.1025,0.1025,0.090005,0.090005,0.108365,0.1218,0.279157,0.1875,0.193,0.1845,0.19,0.190815,0.197753,0.370669,,,,,,,,,,,,,,,,,,,,,
2009-04-23,0.1025,0.10675,0.090005,0.102,0.108155,0.120007,0.277117,0.1855,0.19,0.171,0.17375,0.19074,0.196165,0.367861,,,,,,,,,,,,,,,,,,,,,
2009-04-24,0.10125,0.108625,0.09475,0.102,0.107945,0.118377,0.275077,0.17375,0.1825,0.172,0.1825,0.190715,0.19479,0.365186,,,,,,,,,,,,,,,,,,,,,
2009-04-27,0.10125,0.114125,0.094125,0.10125,0.107745,0.11669,0.273034,0.1825,0.19,0.175625,0.1825,0.190715,0.193465,0.362561,,,,,,,,,,,,,,,,,,,,,
2009-04-28,0.10125,0.109125,0.093625,0.10125,0.107495,0.115027,0.27099,0.1855,0.190625,0.1825,0.19,0.191305,0.19224,0.359868,,,,,,,,,,,,,,,,,,,,,
2009-04-29,0.10125,0.10125,0.09875,0.10125,0.10732,0.11344,0.268946,0.19,0.19,0.1875,0.19,0.19168,0.19114,0.357031,,,,,,,,,,,,,,,,,,,,,
2009-04-30,0.102,0.104125,0.097,0.09751,0.10707,0.111965,0.266871,0.1855,0.195625,0.178125,0.190625,0.191893,0.190196,0.354424,,,,,,,,,,,,,,,,,,,,,
2009-05-01,0.10125,0.10125,0.097255,0.10125,0.106895,0.110678,0.264823,0.195,0.195,0.188,0.1925,0.192353,0.189521,0.351724,,,,,,,,,,,,,,,,,,,,,
2009-05-04,0.10125,0.10125,0.09875,0.10125,0.106745,0.109465,0.262769,0.1925,0.1925,0.18875,0.19,0.193023,0.188871,0.349079,,,,,,,,,,,,,,,,,,,,,
2009-05-05,0.10125,0.10125,0.08938,0.08938,0.106358,0.108529,0.260651,0.1925,0.1925,0.18875,0.19,0.193442,0.188421,0.346356,,,,,,,,,,,,,,,,,,,,,
2009-05-06,0.10125,0.10125,0.08938,0.08938,0.106045,0.108023,0.258548,0.1925,0.1925,0.18875,0.19,0.193593,0.188646,0.343684,,,,,,,,,,,,,,,,,,,,,
2009-05-07,0.10125,0.10125,0.08938,0.10125,0.105845,0.107635,0.25651,0.1885,0.2,0.187125,0.2,0.193943,0.188646,0.341214,,,,,,,,,,,,,,,,,,,,,
2009-05-08,0.10125,0.10125,0.09875,0.10125,0.10562,0.107683,0.254471,0.2,0.21125,0.199,0.21125,0.194467,0.189024,0.338795,,,,,,,,,,,,,,,,,,,,,
2009-05-11,0.10125,0.11375,0.09188,0.1025,0.105445,0.107608,0.252448,0.21125,0.21125,0.197,0.2075,0.194817,0.189349,0.336383,,,,,,,,,,,,,,,,,,,,,
2009-05-12,0.1025,0.10975,0.09425,0.102,0.105285,0.107528,0.250416,0.2085,0.209375,0.2025,0.205,0.195067,0.189649,0.334008,,,,,,,,,,,,,,,,,,,,,
2009-05-13,0.1025,0.11025,0.1,0.102,0.105175,0.107498,0.248386,0.2075,0.2175,0.205,0.2175,0.195767,0.190274,0.331695,,,,,,,,,,,,,,,,,,,,,
2009-05-14,0.1025,0.10775,0.097255,0.102,0.105015,0.107468,0.246361,0.2095,0.2175,0.2075,0.21,0.196268,0.190799,0.329665,,,,,,,,,,,,,,,,,,,,,
2009-05-15,0.1025,0.10775,0.09425,0.1025,0.104865,0.10743,0.244348,0.21,0.219375,0.2075,0.21,0.196737,0.191349,0.327677,,,,,,,,,,,,,,,,,,,,,
2009-05-18,0.1025,0.107625,0.09525,0.104,0.104805,0.10742,0.242353,0.21,0.219,0.209625,0.219,0.197407,0.191989,0.325657,,,,,,,,,,,,,,,,,,,,,
2009-05-19,0.10125,0.134,0.09525,0.1025,0.104635,0.107445,0.240349,0.2235,0.2295,0.209375,0.21625,0.197942,0.192851,0.323689,,,,,,,,,,,,,,,,,,,,,
2009-05-20,0.10125,0.107625,0.09188,0.1025,0.104485,0.10747,0.238363,0.2135,0.223,0.205,0.21,0.198392,0.193651,0.321741,,,,,,,,,,,,,,,,,,,,,
2009-05-21,0.10125,0.107625,0.09525,0.1005,0.10422,0.107475,0.23636,0.2105,0.21675,0.201875,0.2115,0.198873,0.194466,0.319799,,,,,,,,,,,,,,,,,,,,,
2009-05-22,0.105,0.1095,0.09575,0.1025,0.10402,0.10745,0.234376,0.215,0.22,0.21,0.21,0.199247,0.195016,0.317961,,,,,,,,,,,,,,,,,,,,,
2009-05-25,0.105,0.11,0.09575,0.103,0.10383,0.10748,0.232397,0.215,0.2225,0.21,0.2175,0.199897,0.195766,0.316186,,,,,,,,,,,,,,,,,,,,,
2009-05-26,0.105,0.1115,0.091255,0.105,0.10368,0.107505,0.230428,0.2115,0.221375,0.20875,0.21125,0.200422,0.196004,0.31433,,,,,,,,,,,,,,,,,,,,,
2009-05-27,0.105,0.1085,0.102,0.09751,0.103381,0.10743,0.228416,0.21125,0.2275,0.209375,0.2175,0.201072,0.196229,0.312443,,,,,,,,,,,,,,,,,,,,,
2009-05-28,0.105,0.1125,0.098,0.105,0.103321,0.107405,0.226426,0.2205,0.221,0.207125,0.215,0.201772,0.196354,0.310542,,,,,,,,,,,,,,,,,,,,,
2009-05-29,0.10625,0.111125,0.100005,0.10625,0.103295,0.107418,0.224448,0.2195,0.222,0.193125,0.215,0.202472,0.196454,0.308515,,,,,,,,,,,,,,,,,,,,,
2009-06-01,0.105,0.1125,0.098,0.105,0.103196,0.107453,0.222459,0.2025,0.215,0.183,0.1875,0.202623,0.196379,0.306525,,,,,,,,,,,,,,,,,,,,,
2009-06-02,0.105,0.1105,0.100005,0.10001,0.102996,0.107428,0.220454,0.1765,0.188,0.1765,0.1875,0.202747,0.196429,0.304538,,,,,,,,,,,,,,,,,,,,,
2009-06-03,0.104,0.113,0.0975,0.105,0.102896,0.107448,0.218467,0.1875,0.192,0.18275,0.1875,0.202723,0.196454,0.302415,,,,,,,,,,,,,,,,,,,,,
2009-06-04,0.105,0.1105,0.092505,0.105,0.102796,0.107473,0.216482,0.1865,0.19125,0.185,0.1875,0.202623,0.196504,0.300321,,,,,,,,,,,,,,,,,,,,,
2009-06-05,0.105,0.1125,0.098,0.106,0.102696,0.107468,0.214507,0.1865,0.18875,0.185,0.18875,0.202548,0.196526,0.29819,,,,,,,,,,,,,,,,,,,,,
2009-06-08,0.105,0.111,0.101,0.1075,0.102646,0.10748,0.212543,0.18875,0.223,0.187,0.22,0.203047,0.196776,0.2961,,,,,,,,,,,,,,,,,,,,,
2009-06-09,0.106,0.111625,0.102,0.108,0.102606,0.107485,0.210564,0.2095,0.224375,0.2095,0.213,0.203407,0.197006,0.294065,,,,,,,,,,,,,,,,,,,,,
2009-06-10,0.10625,0.1105,0.097125,0.10625,0.102531,0.107473,0.208604,0.2225,0.2225,0.1855,0.20375,0.203582,0.197044,0.292011,,,,,,,,,,,,,,,,,,,,,
2009-06-11,0.10625,0.113625,0.100005,0.106,0.102476,0.107458,0.206621,0.2085,0.216875,0.203375,0.21,0.203883,0.197094,0.289909,,,,,,,,,,,,,,,,,,,,,
2009-06-12,0.107,0.111,0.103375,0.103875,0.102591,0.107397,0.204628,0.2095,0.2125,0.198125,0.20575,0.203947,0.197051,0.287863,,,,,,,,,,,,,,,,,,,,,
2009-06-15,0.10875,0.10875,0.102,0.105,0.102511,0.107347,0.202672,0.2075,0.21,0.20475,0.21,0.203798,0.197076,0.28571,,,,,,,,,,,,,,,,,,,,,
2009-06-16,0.10875,0.11275,0.09688,0.108,0.102471,0.107302,0.2007,0.21,0.214125,0.2055,0.2075,0.203497,0.196951,0.28361,,,,,,,,,,,,,,,,,,,,,
2009-06-17,0.1075,0.112875,0.09563,0.10875,0.102446,0.107202,0.198731,0.2075,0.208125,0.205,0.2075,0.202922,0.196826,0.281563,,,,,,,,,,,,,,,,,,,,,
2009-06-18,0.107,0.1135,0.10625,0.11,0.102446,0.107077,0.196768,0.2055,0.20875,0.205,0.20625,0.202548,0.196664,0.279507,,,,,,,,,,,,,,,,,,,,,
2009-06-19,0.11,0.11,0.104,0.10875,0.102471,0.106927,0.1948,0.20625,0.20625,0.200625,0.205,0.202197,0.196489,0.277357,,,,,,,,,,,,,,,,,,,,,
2009-06-22,0.10875,0.11,0.09688,0.10875,0.102521,0.106764,0.192831,0.205,0.235,0.203125,0.205,0.201947,0.196451,0.275389,,,,,,,,,,,,,,,,,,,,,
2009-06-23,0.10875,0.120875,0.098755,0.10875,0.102556,0.106652,0.190987,0.205,0.205,0.1925,0.1975,0.201497,0.196331,0.273669,,,,,,,,,,,,,,,,,,,,,
2009-06-24,0.10875,0.10875,0.09876,0.1075,0.102631,0.106514,0.189075,0.2,0.2,0.19225,0.195,0.201448,0.196169,0.271744,,,,,,,,,,,,,,,,,,,,,
2009-06-25,0.102,0.10875,0.099375,0.1075,0.102944,0.106377,0.18714,0.1925,0.198875,0.1905,0.1975,0.201422,0.196069,0.269712,,,,,,,,,,,,,,,,,,,,,
2009-06-26,0.112,0.112,0.099875,0.1075,0.103113,0.106252,0.185177,0.1975,0.2845,0.192,0.1975,0.201422,0.196044,0.267572,,,,,,,,,,,,,,,,,,,,,
2009-06-29,0.1075,0.11275,0.098755,0.107,0.103228,0.106172,0.183222,0.1975,0.1975,0.1915,0.195,0.201422,0.196069,0.265419,,,,,,,,,,,,,,,,,,,,,
2009-06-30,0.1075,0.11275,0.09876,0.09876,0.103154,0.106009,0.181226,0.195,0.1975,0.1925,0.195,0.201522,0.196144,0.263252,,,,,,,,,,,,,,,,,,,,,
2009-07-01,0.10875,0.113375,0.102875,0.10875,0.103528,0.105947,0.17932,0.1975,0.2055,0.19375,0.1975,0.201672,0.196244,0.261182,,,,,,,,,,,,,,,,,,,,,
2009-07-02,0.102,0.108,0.102,0.107,0.103629,0.105892,0.17738,0.1965,0.2015,0.191375,0.1975,0.202147,0.196444,0.259044,,,,,,,,,,,,,,,,,,,,,
2009-07-03,0.10875,0.113375,0.10538,0.1075,0.103739,0.105842,0.175442,0.1975,0.1975,0.184,0.184,0.202177,0.196446,0.256777,,,,,,,,,,,,,,,,,,,,,
2009-07-06,0.1075,0.11275,0.0995,0.108,0.103873,0.105809,0.173507,0.1925,0.1925,0.17725,0.1825,0.202177,0.196446,0.254564,,,,,,,,,,,,,,,,,,,,,
2009-07-07,0.1075,0.1085,0.10225,0.106,0.103969,0.105732,0.17165,0.185,0.185,0.178125,0.18,0.201978,0.196641,0.252409,,,,,,,,,,,,,,,,,,,,,
2009-07-08,0.10625,0.111625,0.104885,0.106,0.104064,0.105692,0.169805,0.18,0.184375,0.174375,0.175,0.201678,0.196679,0.250304,,,,,,,,,,,,,,,,,,,,,
2009-07-09,0.10625,0.111625,0.103,0.1075,0.104263,0.105667,0.168007,0.175,0.1775,0.1725,0.1775,0.201415,0.196654,0.248379,,,,,,,,,,,,,,,,,,,,,
2009-07-10,0.1075,0.11225,0.104255,0.10625,0.104363,0.105629,0.166278,0.1775,0.178125,0.173125,0.1775,0.201115,0.196734,0.246907,,,,,,,,,,,,,,,,,,,,,
2009-07-13,0.107,0.107,0.103125,0.10625,0.104463,0.105604,0.16456,0.175,0.178125,0.173125,0.175,0.200815,0.196919,0.245482,,,,,,,,,,,,,,,,,,,,,
2009-07-14,0.105,0.111,0.098625,0.1075,0.104826,0.105592,0.162692,0.17625,0.179875,0.172875,0.1775,0.200565,0.197004,0.243832,,,,,,,,,,,,,,,,,,,,,
2009-07-15,0.1075,0.11225,0.104885,0.107,0.105178,0.105612,0.160947,0.1775,0.180625,0.175,0.17875,0.20034,0.196966,0.242403,,,,,,,,,,,,,,,,,,,,,
2009-07-16,0.099,0.108,0.099,0.1075,0.105303,0.105574,0.15916,0.1795,0.183125,0.175875,0.1825,0.19999,0.196966,0.240801,,,,,,,,,,,,,,,,,,,,,
2009-07-17,0.1075,0.11175,0.104,0.105,0.105378,0.105499,0.15746,0.1825,0.183125,0.18,0.18,0.199365,0.196916,0.239101,,,,,,,,,,,,,,,,,,,,,
2009-07-20,0.1075,0.11175,0.10438,0.10438,0.105416,0.10543,0.155759,0.18,0.1825,0.17875,0.1825,0.198865,0.196841,0.237383,,,,,,,,,,,,,,,,,,,,,
2009-07-21,0.1075,0.11175,0.10438,0.105,0.105476,0.10538,0.153933,0.18,0.1825,0.1765,0.18,0.198365,0.196716,0.235389,,,,,,,,,,,,,,,,,,,,,
2009-07-22,0.1075,0.11175,0.09813,0.1075,0.105586,0.10538,0.15207,0.18,0.19,0.1775,0.19,0.197815,0.196791,0.233484,,,,,,,,,,,,,,,,,,,,,
2009-07-23,0.102,0.10875,0.102,0.10875,0.105721,0.105368,0.150264,0.19,0.193125,0.1875,0.19,0.197415,0.196841,0.231664,,,,,,,,,,,,,,,,,,,,,
2009-07-24,0.10875,0.11375,0.10438,0.1075,0.105821,0.105343,0.148476,0.19,0.191,0.1875,0.19,0.197015,0.196876,0.229892,,,,,,,,,,,,,,,,,,,,,
2009-07-27,0.10875,0.114375,0.10438,0.10875,0.105916,0.105361,0.146695,0.19,0.1955,0.19,0.19,0.196435,0.196921,0.228117,,,,,,,,,,,,,,,,,,,,,
2009-07-28,0.10875,0.114375,0.10438,0.10875,0.106041,0.105338,0.144901,0.19,0.20025,0.19,0.1975,0.19606,0.197001,0.226654,,,,,,,,,,,,,,,,,,,,,
2009-07-29,0.10875,0.115,0.10438,0.11,0.106191,0.105338,0.143164,0.1975,0.2025,0.1975,0.2,0.19586,0.197126,0.225254,,,,,,,,,,,,,,,,,,,,,
2009-07-30,0.11,0.115,0.101,0.11,0.106381,0.105301,0.141404,0.2,0.205,0.198,0.2025,0.19568,0.197276,0.223792,,,,,,,,,,,,,,,,,,,,,
2009-07-31,0.11,0.115,0.10438,0.11,0.106531,0.105275,0.139744,0.2025,0.220625,0.2025,0.2025,0.19553,0.197389,0.222687,,,,,,,,,,,,,,,,,,,,,
2009-08-03,0.11,0.1125,0.1005,0.106,0.106591,0.10521,0.138149,0.20625,0.20825,0.2,0.20625,0.195305,0.197601,0.221611,,,,,,,,,,,,,,,,,,,,,
2009-08-04,0.11,0.1155,0.10488,0.11,0.106691,0.105186,0.136524,0.2055,0.219375,0.205,0.21875,0.195455,0.197939,0.220498,,,,,,,,,,,,,,,,,,,,,
2009-08-05,0.11,0.1135,0.104885,0.106,0.106861,0.105121,0.135409,0.2115,0.22,0.2115,0.216875,0.195442,0.198258,0.219582,,,,,,,,,,,,,,,,,,,,,
2009-08-06,0.109,0.1155,0.10538,0.11,0.10696,0.10514,0.134372,0.2105,0.225,0.2105,0.2225,0.195592,0.198683,0.218745,0.595,0.6025,0.595,0.6025,,,,1.2,1.2025,1.2,1.2025,,,,1.88,1.8875,1.88,1.8875,,,
2009-08-07,0.11,0.1155,0.105,0.11,0.107036,0.105165,0.133459,0.2185,0.22475,0.2185,0.22,0.195692,0.199082,0.217895,0.6025,0.605,0.6025,0.605,,,,1.2025,1.215,1.2025,1.215,,,,1.8875,1.895,1.8875,1.895,,,
2009-08-10,0.11,0.1135,0.105,0.106,0.107056,0.105126,0.132539,0.22,0.231875,0.22,0.23,0.196543,0.199583,0.217245,0.605,0.635,0.605,0.635,,,,1.215,1.2725,1.215,1.2725,,,,1.895,1.9675,1.895,1.9675,,,
2009-08-11,0.11,0.115,0.10488,0.11,0.107255,0.105126,0.131652,0.2265,0.23,0.222625,0.22625,0.197317,0.200033,0.216496,0.635,0.635,0.635,0.635,,,,1.2725,1.28,1.2725,1.28,,,,1.9675,1.9675,1.965,1.965,,,
2009-08-12,0.109,0.109,0.10225,0.10225,0.1072,0.105048,0.130713,0.22625,0.2275,0.21525,0.2155,0.197877,0.2003,0.215636,0.635,0.635,0.62,0.62,,,,1.28,1.28,1.25,1.25,,,,1.965,1.965,1.9325,1.9325,,,
2009-08-13,0.1075,0.11175,0.10438,0.105,0.1072,0.104998,0.129813,0.2145,0.221875,0.21125,0.21875,0.198502,0.200562,0.21478,0.62,0.62125,0.6025,0.6025,,,,1.25,1.25125,1.22,1.22,,,,1.9325,1.93375,1.885,1.885,,,
2009-08-14,0.10625,0.111125,0.10438,0.105,0.10718,0.104938,0.128928,0.2165,0.219375,0.213125,0.21375,0.199003,0.200775,0.213771,0.6025,0.60375,0.585,0.585,,,,1.22,1.22125,1.1925,1.1925,,,,1.885,1.88625,1.87,1.87,,,
2009-08-17,0.10625,0.10625,0.097505,0.097505,0.10698,0.104813,0.12799,0.21375,0.214375,0.1925,0.1925,0.198453,0.20075,0.212646,0.585,0.58625,0.545,0.545,,,,1.1925,1.19375,1.145,1.145,,,,1.87,1.87125,1.8225,1.8225,,,
2009-08-18,0.105,0.1105,0.0975,0.105,0.10692,0.104763,0.1271,0.1925,0.20125,0.18825,0.1925,0.198042,0.200725,0.211546,0.545,0.545,0.5425,0.5425,,,,1.145,1.145,1.1325,1.1325,,,,1.8225,1.8225,1.8075,1.8075,,,
2009-08-19,0.105,0.106,0.097505,0.106,0.106915,0.104723,0.126212,0.1925,0.198125,0.1925,0.195,0.197867,0.200725,0.210579,0.5425,0.5525,0.5425,0.5525,,,,1.1325,1.155,1.1325,1.155,,,,1.8075,1.86,1.8075,1.86,,,
2009-08-20,0.10625,0.1075,0.09813,0.105,0.106895,0.104686,0.125349,0.195,0.19625,0.188125,0.19,0.197468,0.200675,0.209519,0.5525,0.5625,0.5525,0.5625,,,,1.155,1.185,1.155,1.185,,,,1.86,1.9025,1.86,1.9025,,,
2009-08-21,0.105,0.1105,0.102505,0.105,0.106918,0.104755,0.124524,0.19125,0.19125,0.176875,0.18625,0.197077,0.200512,0.208525,0.5625,0.5625,0.5425,0.5425,,,,1.185,1.185,1.1525,1.1525,,,,1.9025,1.9025,1.86,1.86,,,
2009-08-24,0.105,0.11,0.102505,0.105,0.106918,0.104714,0.123724,0.18625,0.189375,0.1815,0.1855,0.196588,0.200192,0.207715,0.5425,0.5475,0.5425,0.5475,,,,1.1525,1.185,1.1525,1.185,,,,1.86,1.9075,1.86,1.9075,,,
2009-08-25,0.105,0.11,0.102505,0.105,0.106858,0.104664,0.12293,0.1875,0.1875,0.183,0.185,0.196138,0.199817,0.206915,0.5475,0.5475,0.545,0.545,,,,1.185,1.185,1.1775,1.1775,,,,1.9075,1.9075,1.9025,1.9025,,,
2009-08-26,0.105,0.11,0.102505,0.105,0.106783,0.104614,0.12213,0.18375,0.191875,0.1815,0.18875,0.195763,0.199343,0.206111,0.545,0.56,0.545,0.56,,,,1.1775,1.19,1.1775,1.19,,,,1.9025,1.91,1.9025,1.91,,,
2009-08-27,0.10625,0.111125,0.102505,0.105,0.106683,0.104565,0.121343,0.19,0.194375,0.183125,0.19,0.195438,0.198993,0.205349,0.56,0.56,0.5525,0.5525,,,,1.19,1.19,1.1675,1.1675,,,,1.91,1.91,1.8725,1.8725,,,
2009-08-28,0.1075,0.11175,0.102505,0.1075,0.106658,0.104565,0.12053,0.19,0.194375,0.19,0.1925,0.195187,0.198693,0.204611,0.5525,0.5525,0.5475,0.5475,,,,1.1675,1.1675,1.1675,1.1675,,,,1.8725,1.8725,1.86,1.86,,,
2009-08-31,0.1075,0.11175,0.102505,0.10625,0.106608,0.104565,0.119724,0.1925,0.199375,0.190625,0.191875,0.194925,0.198436,0.203621,0.5475,0.55,0.5475,0.55,,,,1.1675,1.1675,1.1625,1.1625,,,,1.86,1.87,1.86,1.87,,,
