Date,SHIF1Y_Open,SHIF1Y_High,SHIF1Y_Low,SHIF1Y_Close,SHIF1Y_SMAVG (50)  on Close,SHIF1Y_SMAVG (100)  on Close,SHIF1Y_SMAVG (200)  on Close,SHIF3M_Open,SHIF3M_High,SHIF3M_Low,SHIF3M_Close,SHIF3M_SMAVG (50)  on Close,SHIF3M_SMAVG (100)  on Close,SHIF3M_SMAVG (200)  on Close
2015-05-11,4.453,4.453,4.453,4.453,4.7261,4.738,4.835,3.735,3.735,3.735,3.735,4.6339,4.7868,4.6484
2015-05-12,4.415,4.415,4.415,4.415,4.7187,4.7357,4.8321,3.681,3.681,3.681,3.681,4.6096,4.7794,4.6431
2015-05-13,4.3845,4.3845,4.3845,4.3845,4.7107,4.733,4.829,3.634,3.634,3.634,3.634,4.5843,4.7701,4.6375
2015-05-14,4.3115,4.3115,4.3115,4.3115,4.7013,4.7295,4.8256,3.482,3.482,3.482,3.482,4.556,4.7576,4.6312
2015-05-15,4.241,4.241,4.241,4.241,4.6905,4.7251,4.8218,3.323,3.323,3.323,3.323,4.5245,4.742,4.6241
2015-05-18,4.171,4.171,4.171,4.171,4.6783,4.72,4.8176,3.2,3.2,3.2,3.2,4.4906,4.724,4.6163
2015-05-19,4.115,4.115,4.115,4.115,4.665,4.7143,4.8132,3.156,3.156,3.156,3.156,4.4558,4.7045,4.6084
2015-05-20,4.024,4.024,4.024,4.024,4.6499,4.7076,4.8083,3.071,3.071,3.071,3.071,4.4192,4.6836,4.6001
2015-05-21,3.948,3.948,3.948,3.948,4.6332,4.7,4.8031,3.014,3.014,3.014,3.014,4.3815,4.6621,4.5916
2015-05-22,3.866,3.866,3.866,3.866,4.615,4.6916,4.7974,2.959,2.959,2.959,2.959,4.3427,4.6401,4.5828
2015-05-25,3.692,3.692,3.692,3.692,4.5932,4.6814,4.7908,2.903,2.903,2.903,2.903,4.3028,4.6177,4.5738
2015-05-26,3.574,3.574,3.574,3.574,4.5691,4.6701,4.7837,2.881,2.881,2.881,2.881,4.2624,4.5951,4.5647
2015-05-27,3.511,3.511,3.511,3.511,4.5437,4.658,4.7763,2.869,2.869,2.869,2.869,4.2217,4.5724,4.5555
2015-05-28,3.463,3.463,3.463,3.463,4.5174,4.6453,4.7686,2.865,2.865,2.865,2.865,4.1809,4.5497,4.5464
2015-05-29,3.444,3.444,3.444,3.444,4.4906,4.6324,4.7608,2.864,2.864,2.864,2.864,4.14,4.5269,4.5372
2015-06-01,3.43,3.43,3.43,3.43,4.4636,4.6192,4.753,2.8565,2.8565,2.8565,2.8565,4.0991,4.5043,4.528
2015-06-02,3.4175,3.4175,3.4175,3.4175,4.4364,4.6059,4.745,2.862,2.862,2.862,2.862,4.0583,4.4821,4.5189
2015-06-03,3.408,3.408,3.408,3.408,4.4089,4.5926,4.7371,2.871,2.871,2.871,2.871,4.0177,4.4606,4.5098
2015-06-04,3.402,3.402,3.402,3.402,4.3814,4.5791,4.7291,2.8825,2.8825,2.8825,2.8825,3.9774,4.4398,4.5008
2015-06-05,3.4,3.4,3.4,3.4,4.3538,4.5656,4.7211,2.885,2.885,2.885,2.885,3.9372,4.4194,4.4918
2015-06-08,3.4,3.4,3.4,3.4,4.3262,4.5521,4.7131,2.887,2.887,2.887,2.887,3.8969,4.3992,4.4829
2015-06-09,3.4,3.4,3.4,3.4,4.2986,4.5386,4.7051,2.902,2.902,2.902,2.902,3.857,4.3792,4.474
2015-06-10,3.4,3.4,3.4,3.4,4.271,4.5251,4.6971,2.902,2.902,2.902,2.902,3.8171,4.3592,4.4651
2015-06-11,3.4,3.4,3.4,3.4,4.2434,4.5116,4.6891,2.909,2.909,2.909,2.909,3.7774,4.3394,4.4562
2015-06-12,3.4,3.4,3.4,3.4,4.2158,4.4981,4.6811,2.921,2.921,2.921,2.921,3.7378,4.3197,4.4475
2015-06-15,3.4,3.4,3.4,3.4,4.1882,4.4845,4.6731,2.96,2.96,2.96,2.96,3.6991,4.3004,4.4389
2015-06-16,3.4,3.4,3.4,3.4,4.1606,4.4709,4.6651,2.981,2.981,2.981,2.981,3.6609,4.2812,4.4304
2015-06-17,3.4,3.4,3.4,3.4,4.133,4.4572,4.6571,2.999,2.999,2.999,2.999,3.6237,4.2622,4.4221
2015-06-18,3.4,3.4,3.4,3.4,4.1054,4.4435,4.6491,3.054,3.054,3.054,3.054,3.5882,4.2437,4.414
2015-06-19,3.4,3.4,3.4,3.4,4.0778,4.4297,4.6411,3.105,3.105,3.105,3.105,3.5543,4.2258,4.4062
2015-06-23,3.4,3.4,3.4,3.4,4.0502,4.416,4.6331,3.173,3.173,3.173,3.173,3.5221,4.2086,4.3987
2015-06-24,3.4,3.4,3.4,3.4,4.0227,4.4022,4.6251,3.211,3.211,3.211,3.211,3.491,4.1917,4.3915
2015-06-25,3.4,3.4,3.4,3.4,3.9951,4.3884,4.6171,3.25,3.25,3.25,3.25,3.4609,4.1752,4.3844
2015-06-26,3.4,3.4,3.4,3.4,3.9676,4.3746,4.6091,3.277,3.277,3.277,3.277,3.4317,4.1589,4.3775
2015-06-29,3.392,3.392,3.392,3.392,3.9399,4.3607,4.6011,3.248,3.248,3.248,3.248,3.4023,4.1422,4.3704
2015-06-30,3.392,3.392,3.392,3.392,3.9122,4.3468,4.593,3.233,3.233,3.233,3.233,3.3729,4.1254,4.3633
2015-07-01,3.3865,3.3865,3.3865,3.3865,3.8849,4.3328,4.5849,3.213,3.213,3.213,3.213,3.3449,4.1084,4.3562
2015-07-02,3.387,3.387,3.387,3.387,3.8581,4.3188,4.5769,3.212,3.212,3.212,3.212,3.3194,4.0912,4.349
2015-07-03,3.387,3.387,3.387,3.387,3.8319,4.3048,4.5688,3.202,3.202,3.202,3.202,3.2952,4.0741,4.3418
2015-07-06,3.387,3.387,3.387,3.387,3.8063,4.2909,4.5608,3.203,3.203,3.203,3.203,3.2724,4.057,4.3346
2015-07-07,3.386,3.386,3.386,3.386,3.7812,4.277,4.5527,3.192,3.192,3.192,3.192,3.2509,4.0399,4.3274
2015-07-08,3.3858,3.3858,3.3858,3.3858,3.7563,4.2631,4.5446,3.186,3.186,3.186,3.186,3.2314,4.0228,4.3202
2015-07-09,3.3867,3.3867,3.3867,3.3867,3.7319,4.2491,4.5365,3.182,3.182,3.182,3.182,3.2135,4.0056,4.313
2015-07-10,3.3868,3.3868,3.3868,3.3868,3.7077,4.2352,4.5285,3.177,3.177,3.177,3.177,3.1963,3.9884,4.3059
2015-07-13,3.3897,3.3897,3.3897,3.3897,3.6839,4.2212,4.5205,3.1709,3.1709,3.1709,3.1709,3.1803,3.9711,4.2987
2015-07-14,3.3901,3.3901,3.3901,3.3901,3.6604,4.2072,4.5124,3.1642,3.1642,3.1642,3.1642,3.1651,3.9537,4.2916
2015-07-15,3.3911,3.3911,3.3911,3.3911,3.6373,4.1932,4.5044,3.1598,3.1598,3.1598,3.1598,3.1507,3.9363,4.2845
2015-07-16,3.3912,3.3912,3.3912,3.3912,3.6145,4.1793,4.4964,3.155,3.155,3.155,3.155,3.1369,3.9189,4.2775
2015-07-17,3.3912,3.3912,3.3912,3.3912,3.592,4.1653,4.4884,3.152,3.152,3.152,3.152,3.1235,3.9014,4.2705
2015-07-20,3.3912,3.3912,3.3912,3.3912,3.5698,4.1513,4.4804,3.1505,3.1505,3.1505,3.1505,3.1105,3.8839,4.2635
2015-07-21,3.3912,3.3912,3.3912,3.3912,3.5486,4.1374,4.4724,3.1512,3.1512,3.1512,3.1512,3.0988,3.8664,4.2565
2015-07-22,3.3912,3.3912,3.3912,3.3912,3.5281,4.1234,4.4645,3.1563,3.1563,3.1563,3.1563,3.0883,3.849,4.2495
2015-07-23,3.3912,3.3912,3.3912,3.3912,3.5083,4.1095,4.4565,3.16,3.16,3.16,3.16,3.0789,3.8316,4.2426
2015-07-24,3.3922,3.3922,3.3922,3.3922,3.4899,4.0956,4.4485,3.1635,3.1635,3.1635,3.1635,3.0725,3.8142,4.2357
2015-07-27,3.3923,3.3923,3.3923,3.3923,3.4729,4.0817,4.4405,3.1645,3.1645,3.1645,3.1645,3.0693,3.7969,4.2289
2015-07-28,3.3924,3.3924,3.3924,3.3924,3.4573,4.0678,4.4326,3.1638,3.1638,3.1638,3.1638,3.0686,3.7796,4.222
