Date,SHIF1Y_Open,SHIF1Y_High,SHIF1Y_Low,SHIF1Y_Close,SHIF1Y_SMAVG (50)  on Close,SHIF1Y_SMAVG (100)  on Close,SHIF1Y_SMAVG (200)  on Close,SHIF3M_Open,SHIF3M_High,SHIF3M_Low,SHIF3M_Close,SHIF3M_SMAVG (50)  on Close,SHIF3M_SMAVG (100)  on Close,SHIF3M_SMAVG (200)  on Close
2008-08-29,4.7036,4.7036,4.7036,4.7036,4.7079,4.7076,4.6559,4.3246,4.3246,4.3246,4.3246,4.3862,4.4372,4.4429
2008-09-01,4.704,4.704,4.704,4.704,4.7078,4.7075,4.6577,4.3214,4.3214,4.3214,4.3214,4.383,4.4355,4.4431
2008-09-02,4.7041,4.7041,4.7041,4.7041,4.7076,4.7075,4.6594,4.3224,4.3224,4.3224,4.3224,4.3799,4.4338,4.4432
2008-09-03,4.7048,4.7048,4.7048,4.7048,4.7075,4.7076,4.6611,4.3125,4.3125,4.3125,4.3125,4.3766,4.4319,4.4432
2008-09-04,4.7038,4.7038,4.7038,4.7038,4.7074,4.7076,4.6627,4.3138,4.3138,4.3138,4.3138,4.3733,4.4301,4.4432
2008-09-05,4.7035,4.7035,4.7035,4.7035,4.7072,4.7076,4.6642,4.3106,4.3106,4.3106,4.3106,4.3699,4.4282,4.4432
2008-09-08,4.7043,4.7043,4.7043,4.7043,4.707,4.7076,4.6657,4.3156,4.3156,4.3156,4.3156,4.3665,4.4264,4.4431
2008-09-09,4.7031,4.7031,4.7031,4.7031,4.7069,4.7076,4.6671,4.3145,4.3145,4.3145,4.3145,4.363,4.4246,4.443
2008-09-10,4.703,4.703,4.703,4.703,4.7066,4.7076,4.6685,4.3213,4.3213,4.3213,4.3213,4.3597,4.4229,4.4429
2008-09-11,4.7026,4.7026,4.7026,4.7026,4.7064,4.7076,4.6699,4.318,4.318,4.318,4.318,4.3563,4.4212,4.4427
2008-09-12,4.7025,4.7025,4.7025,4.7025,4.7062,4.7076,4.6713,4.3216,4.3216,4.3216,4.3216,4.3531,4.4195,4.4426
2008-09-16,4.6928,4.6928,4.6928,4.6928,4.7058,4.7075,4.6725,4.3039,4.3039,4.3039,4.3039,4.3498,4.4176,4.4423
2008-09-17,4.6847,4.6847,4.6847,4.6847,4.7052,4.7073,4.6737,4.2935,4.2935,4.2935,4.2935,4.3465,4.4156,4.442
2008-09-18,4.6852,4.6852,4.6852,4.6852,4.7047,4.7071,4.6749,4.29,4.29,4.29,4.29,4.3433,4.4136,4.4417
2008-09-19,4.6801,4.6801,4.6801,4.6801,4.7041,4.7069,4.6759,4.2964,4.2964,4.2964,4.2964,4.3403,4.4117,4.4414
2008-09-22,4.6792,4.6792,4.6792,4.6792,4.7035,4.7067,4.677,4.3012,4.3012,4.3012,4.3012,4.3377,4.4098,4.4412
2008-09-23,4.6772,4.6772,4.6772,4.6772,4.7029,4.7064,4.6781,4.3059,4.3059,4.3059,4.3059,4.3353,4.4079,4.4409
2008-09-24,4.6757,4.6757,4.6757,4.6757,4.7022,4.7062,4.6791,4.3072,4.3072,4.3072,4.3072,4.333,4.4061,4.4407
2008-09-25,4.6748,4.6748,4.6748,4.6748,4.7015,4.7059,4.6801,4.3086,4.3086,4.3086,4.3086,4.3308,4.4043,4.4405
2008-09-26,4.6742,4.6742,4.6742,4.6742,4.7009,4.7056,4.6811,4.3065,4.3065,4.3065,4.3065,4.3285,4.4024,4.4403
2008-09-27,4.6726,4.6726,4.6726,4.6726,4.7002,4.7053,4.682,4.3034,4.3034,4.3034,4.3034,4.3265,4.4005,4.4401
2008-09-28,4.672,4.672,4.672,4.672,4.6995,4.7049,4.683,4.3047,4.3047,4.3047,4.3047,4.3245,4.3986,4.4399
2008-10-06,4.6719,4.6719,4.6719,4.6719,4.6988,4.7046,4.6839,4.3042,4.3042,4.3042,4.3042,4.3226,4.3967,4.4397
2008-10-07,4.6686,4.6686,4.6686,4.6686,4.6981,4.7042,4.6848,4.3049,4.3049,4.3049,4.3049,4.321,4.3948,4.4395
2008-10-08,4.6653,4.6653,4.6653,4.6653,4.6973,4.7038,4.6856,4.3017,4.3017,4.3017,4.3017,4.3197,4.3929,4.4392
2008-10-09,4.623,4.623,4.623,4.623,4.6956,4.703,4.6862,4.2721,4.2721,4.2721,4.2721,4.3179,4.3907,4.4388
2008-10-10,4.6045,4.6045,4.6045,4.6045,4.6936,4.702,4.6867,4.2661,4.2661,4.2661,4.2661,4.3164,4.3884,4.4383
2008-10-13,4.5941,4.5941,4.5941,4.5941,4.6913,4.7009,4.687,4.2554,4.2554,4.2554,4.2554,4.3145,4.386,4.4377
2008-10-14,4.5874,4.5874,4.5874,4.5874,4.689,4.6997,4.6872,4.2453,4.2453,4.2453,4.2453,4.3124,4.3836,4.4369
2008-10-15,4.5796,4.5796,4.5796,4.5796,4.6864,4.6984,4.6873,4.2339,4.2339,4.2339,4.2339,4.3102,4.381,4.436
2008-10-16,4.5722,4.5722,4.5722,4.5722,4.6837,4.697,4.6874,4.2206,4.2206,4.2206,4.2206,4.3076,4.3783,4.4351
2008-10-17,4.5661,4.5661,4.5661,4.5661,4.6809,4.6956,4.6873,4.209,4.209,4.209,4.209,4.3048,4.3754,4.434
2008-10-20,4.5596,4.5596,4.5596,4.5596,4.6779,4.6941,4.6873,4.2077,4.2077,4.2077,4.2077,4.3023,4.3726,4.4329
2008-10-21,4.5557,4.5557,4.5557,4.5557,4.6749,4.6925,4.6871,4.2024,4.2024,4.2024,4.2024,4.2997,4.3697,4.4318
2008-10-22,4.552,4.552,4.552,4.552,4.6718,4.6909,4.687,4.194,4.194,4.194,4.194,4.2971,4.3667,4.4305
2008-10-23,4.5491,4.5491,4.5491,4.5491,4.6686,4.6893,4.6868,4.1842,4.1842,4.1842,4.1842,4.2945,4.3637,4.4292
2008-10-24,4.5458,4.5458,4.5458,4.5458,4.6654,4.6877,4.6865,4.1768,4.1768,4.1768,4.1768,4.2915,4.3606,4.4279
2008-10-27,4.5387,4.5387,4.5387,4.5387,4.6621,4.686,4.6863,4.1666,4.1666,4.1666,4.1666,4.2884,4.3575,4.4265
2008-10-28,4.5318,4.5318,4.5318,4.5318,4.6586,4.6842,4.6859,4.148,4.148,4.148,4.148,4.285,4.3541,4.425
2008-10-29,4.5252,4.5252,4.5252,4.5252,4.6549,4.6823,4.6855,4.1335,4.1335,4.1335,4.1335,4.2811,4.3506,4.4233
2008-10-30,4.4759,4.4759,4.4759,4.4759,4.6504,4.68,4.6849,4.0941,4.0941,4.0941,4.0941,4.2767,4.3467,4.4215
2008-10-31,4.4482,4.4482,4.4482,4.4482,4.6452,4.6774,4.684,4.0655,4.0655,4.0655,4.0655,4.2717,4.3425,4.4195
2008-11-03,4.4389,4.4389,4.4389,4.4389,4.6399,4.6747,4.6831,4.0359,4.0359,4.0359,4.0359,4.2659,4.338,4.4173
2008-11-04,4.4262,4.4262,4.4262,4.4262,4.6343,4.6718,4.6821,4.0121,4.0121,4.0121,4.0121,4.2597,4.3333,4.415
2008-11-05,4.4118,4.4118,4.4118,4.4118,4.6284,4.6688,4.681,3.9902,3.9902,3.9902,3.9902,4.253,4.3284,4.4125
2008-11-06,4.4045,4.4045,4.4045,4.4045,4.6224,4.6657,4.6799,3.9739,3.9739,3.9739,3.9739,4.246,4.3235,4.41
2008-11-07,4.395,4.395,4.395,4.395,4.6162,4.6625,4.6787,3.9598,3.9598,3.9598,3.9598,4.2389,4.3184,4.4073
2008-11-10,4.3848,4.3848,4.3848,4.3848,4.6098,4.6592,4.6774,3.9405,3.9405,3.9405,3.9405,4.2312,4.3132,4.4045
2008-11-11,4.3754,4.3754,4.3754,4.3754,4.6033,4.6558,4.6761,3.9081,3.9081,3.9081,3.9081,4.2229,4.3076,4.4016
2008-11-12,4.3645,4.3645,4.3645,4.3645,4.5965,4.6523,4.6747,3.8723,3.8723,3.8723,3.8723,4.2139,4.3016,4.3984
2008-11-13,4.3497,4.3497,4.3497,4.3497,4.5894,4.6487,4.6732,3.8439,3.8439,3.8439,3.8439,4.2043,4.2952,4.3951
2008-11-14,4.3346,4.3346,4.3346,4.3346,4.582,4.6449,4.6716,3.8101,3.8101,3.8101,3.8101,4.1941,4.2886,4.3917
2008-11-17,4.3143,4.3143,4.3143,4.3143,4.5742,4.6409,4.6699,3.7725,3.7725,3.7725,3.7725,4.1831,4.2815,4.388
2008-11-18,4.2894,4.2894,4.2894,4.2894,4.5659,4.6367,4.6681,3.7275,3.7275,3.7275,3.7275,4.1714,4.274,4.3841
2008-11-19,4.2611,4.2611,4.2611,4.2611,4.557,4.6322,4.6661,3.6873,3.6873,3.6873,3.6873,4.1589,4.2661,4.38
2008-11-20,4.225,4.225,4.225,4.225,4.5475,4.6273,4.6639,3.6431,3.6431,3.6431,3.6431,4.1455,4.2577,4.3757
2008-11-21,4.1794,4.1794,4.1794,4.1794,4.537,4.622,4.6615,3.5982,3.5982,3.5982,3.5982,4.1312,4.2488,4.3712
2008-11-24,4.147,4.147,4.147,4.147,4.5259,4.6164,4.659,3.5518,3.5518,3.5518,3.5518,4.1159,4.2395,4.3664
2008-11-25,4.1178,4.1178,4.1178,4.1178,4.5142,4.6104,4.6562,3.5146,3.5146,3.5146,3.5146,4.0998,4.2297,4.3615
2008-11-26,4.0874,4.0874,4.0874,4.0874,4.5019,4.6041,4.6533,3.4735,3.4735,3.4735,3.4735,4.0829,4.2196,4.3563
2008-11-27,3.3213,3.3213,3.3213,3.3213,4.4742,4.5902,4.6466,2.813,2.813,2.813,2.813,4.0527,4.2029,4.3479
2008-11-28,3.257,3.257,3.257,3.257,4.4455,4.5757,4.6396,2.7534,2.7534,2.7534,2.7534,4.0217,4.1858,4.3391
2008-12-01,3.1986,3.1986,3.1986,3.1986,4.4158,4.5605,4.6323,2.7162,2.7162,2.7162,2.7162,3.9902,4.1684,4.3302
2008-12-02,3.1575,3.1575,3.1575,3.1575,4.3852,4.545,4.6247,2.6862,2.6862,2.6862,2.6862,3.9581,4.1507,4.3211
2008-12-03,3.1294,3.1294,3.1294,3.1294,4.3542,4.5292,4.617,2.6733,2.6733,2.6733,2.6733,3.9256,4.133,4.3119
2008-12-04,3.1001,3.1001,3.1001,3.1001,4.3226,4.5131,4.6091,2.6516,2.6516,2.6516,2.6516,3.8926,4.1152,4.3027
2008-12-05,3.0623,3.0623,3.0623,3.0623,4.2903,4.4966,4.6011,2.6233,2.6233,2.6233,2.6233,3.859,4.0971,4.2933
2008-12-08,3.028,3.028,3.028,3.028,4.2574,4.4798,4.5928,2.589,2.589,2.589,2.589,3.8246,4.0788,4.2837
2008-12-09,3.0002,3.0002,3.0002,3.0002,4.2239,4.4627,4.5844,2.556,2.556,2.556,2.556,3.7896,4.0602,4.2739
2008-12-10,2.978,2.978,2.978,2.978,4.19,4.4454,4.5758,2.5198,2.5198,2.5198,2.5198,3.7538,4.0412,4.264
2008-12-11,2.9497,2.9497,2.9497,2.9497,4.1555,4.4279,4.5671,2.4513,2.4513,2.4513,2.4513,3.7168,4.0216,4.2537
2008-12-12,2.9091,2.9091,2.9091,2.9091,4.1203,4.4099,4.5582,2.3861,2.3861,2.3861,2.3861,3.6784,4.0015,4.2432
2008-12-15,2.8858,2.8858,2.8858,2.8858,4.0845,4.3917,4.5492,2.3452,2.3452,2.3452,2.3452,3.6392,3.9809,4.2324
2008-12-16,2.8526,2.8526,2.8526,2.8526,4.0482,4.3731,4.54,2.3159,2.3159,2.3159,2.3159,3.5995,3.9602,4.2215
2008-12-17,2.8189,2.8189,2.8189,2.8189,4.0113,4.3543,4.5306,2.2818,2.2818,2.2818,2.2818,3.5591,3.9394,4.2104
2008-12-18,2.7901,2.7901,2.7901,2.7901,3.9746,4.3351,4.5211,2.2469,2.2469,2.2469,2.2469,3.5185,3.9182,4.1991
2008-12-19,2.7623,2.7623,2.7623,2.7623,3.9378,4.3157,4.5114,2.2,2.2,2.2,2.2,3.4772,3.8968,4.1876
2008-12-22,2.741,2.741,2.741,2.741,3.9007,4.296,4.5016,2.1683,2.1683,2.1683,2.1683,3.4355,3.875,4.1759
2008-12-23,2.6424,2.6424,2.6424,2.6424,3.8618,4.2754,4.4913,2.0653,2.0653,2.0653,2.0653,3.3919,3.8522,4.1637
2008-12-24,2.5614,2.5614,2.5614,2.5614,3.8215,4.2539,4.4806,1.9966,1.9966,1.9966,1.9966,3.3471,3.8287,4.1512
2008-12-25,2.5016,2.5016,2.5016,2.5016,3.78,4.2319,4.4696,1.9431,1.9461,1.9431,1.9461,3.3016,3.8046,4.1384
2008-12-26,2.4582,2.4582,2.4582,2.4582,3.7379,4.2094,4.4584,1.9051,1.9051,1.9051,1.9051,3.2556,3.7802,4.1254
2008-12-29,2.4202,2.4202,2.4202,2.4202,3.6951,4.1865,4.4469,1.8551,1.8551,1.8551,1.8551,3.2085,3.7554,4.1122
2008-12-30,2.3885,2.3885,2.3885,2.3885,3.6518,4.1633,4.4353,1.8052,1.8052,1.8052,1.8052,3.1606,3.7301,4.0987
2008-12-31,2.3597,2.3597,2.3597,2.3597,3.6079,4.1398,4.4236,1.7782,1.7782,1.7782,1.7782,3.1123,3.7047,4.0851
2009-01-04,2.3341,2.3341,2.3341,2.3341,3.5636,4.1161,4.4117,1.7446,1.7446,1.7446,1.7446,3.0635,3.679,4.0713
2009-01-05,2.3003,2.3003,2.3003,2.3003,3.5187,4.0921,4.3997,1.698,1.698,1.698,1.698,3.0139,3.6527,4.0573
2009-01-06,2.2768,2.2768,2.2768,2.2768,3.4735,4.0678,4.3875,1.6516,1.6516,1.6516,1.6516,2.9636,3.626,4.0431
2009-01-07,2.2512,2.2512,2.2512,2.2512,3.4278,4.0432,4.3753,1.6206,1.6206,1.6206,1.6206,2.913,3.599,4.0287
2009-01-08,2.2293,2.2293,2.2293,2.2293,3.3819,4.0184,4.3629,1.5899,1.5899,1.5899,1.5899,2.8622,3.5716,4.0141
2009-01-09,2.2003,2.2003,2.2003,2.2003,3.3364,3.9934,4.3504,1.5535,1.5535,1.5535,1.5535,2.8114,3.544,3.9994
2009-01-12,2.1855,2.1855,2.1855,2.1855,3.2912,3.9682,4.3378,1.5241,1.5241,1.5241,1.5241,2.7605,3.5161,3.9845
2009-01-13,2.1647,2.1647,2.1647,2.1647,3.2457,3.9428,4.3251,1.4985,1.4985,1.4985,1.4985,2.7098,3.4879,3.9695
2009-01-14,2.1539,2.1539,2.1539,2.1539,3.2002,3.9173,4.3124,1.482,1.482,1.482,1.482,2.6592,3.4594,3.9544
2009-01-15,2.1339,2.1339,2.1339,2.1339,3.1547,3.8916,4.2995,1.4679,1.4679,1.4679,1.4679,2.6087,3.4309,3.9393
2009-01-16,2.1147,2.1147,2.1147,2.1147,3.1089,3.8656,4.2866,1.449,1.449,1.449,1.449,2.5582,3.4021,3.924
2009-01-19,2.0902,2.0902,2.0902,2.0902,3.0628,3.8395,4.2735,1.4328,1.4328,1.4328,1.4328,2.5077,3.3733,3.9087
2009-01-20,2.0699,2.0699,2.0699,2.0699,3.0165,3.8132,4.2604,1.4231,1.4231,1.4231,1.4231,2.4573,3.3443,3.8933
2009-01-21,2.0543,2.0543,2.0543,2.0543,2.9701,3.7867,4.2471,1.4066,1.4066,1.4066,1.4066,2.4073,3.3151,3.8779
2009-01-22,2.0367,2.0367,2.0367,2.0367,2.9235,3.76,4.2338,1.3997,1.3997,1.3997,1.3997,2.3579,3.2859,3.8624
2009-01-23,2.0252,2.0252,2.0252,2.0252,2.877,3.7332,4.2204,1.3852,1.3852,1.3852,1.3852,2.3087,3.2565,3.8469
2009-01-24,2.019,2.019,2.019,2.019,2.8307,3.7064,4.2069,1.3809,1.3809,1.3809,1.3809,2.2601,3.2271,3.8313
2009-02-01,2.0057,2.0057,2.0057,2.0057,2.7845,3.6794,4.1935,1.3656,1.3656,1.3656,1.3656,2.212,3.1975,3.8156
2009-02-02,1.9967,1.9967,1.9967,1.9967,2.7387,3.6523,4.1799,1.3472,1.3472,1.3472,1.3472,2.1644,3.1679,3.7999
2009-02-03,1.9875,1.9875,1.9875,1.9875,2.6932,3.6251,4.1663,1.3438,1.3438,1.3438,1.3438,2.1175,3.1382,3.7841
2009-02-04,1.9807,1.9807,1.9807,1.9807,2.6483,3.5979,4.1527,1.3399,1.3399,1.3399,1.3399,2.0714,3.1085,3.7683
2009-02-05,1.977,1.977,1.977,1.977,2.6043,3.5706,4.1391,1.3331,1.3331,1.3331,1.3331,2.0261,3.0786,3.7525
2009-02-06,1.9695,1.9695,1.9695,1.9695,2.5607,3.5433,4.1254,1.3278,1.3278,1.3278,1.3278,1.9816,3.0488,3.7367
2009-02-09,1.9603,1.9603,1.9603,1.9603,2.5176,3.5159,4.1117,1.3239,1.3239,1.3239,1.3239,1.9378,3.0188,3.7209
2009-02-10,1.9541,1.9541,1.9541,1.9541,2.4749,3.4884,4.098,1.315,1.315,1.315,1.315,1.8947,2.9888,3.705
2009-02-11,1.9498,1.9498,1.9498,1.9498,2.4475,3.4609,4.0842,1.3087,1.3087,1.3087,1.3087,1.8646,2.9586,3.6891
2009-02-12,1.9472,1.9472,1.9472,1.9472,2.4213,3.4334,4.0704,1.3038,1.3038,1.3038,1.3038,1.8356,2.9286,3.6731
2009-02-13,1.9454,1.9454,1.9454,1.9454,2.3962,3.406,4.0567,1.2995,1.2995,1.2995,1.2995,1.8073,2.8987,3.6572
2009-02-16,1.9437,1.9437,1.9437,1.9437,2.3719,3.3786,4.0429,1.2948,1.2948,1.2948,1.2948,1.7794,2.8688,3.6412
2009-02-17,1.9432,1.9432,1.9432,1.9432,2.3482,3.3512,4.0291,1.2916,1.2916,1.2916,1.2916,1.7518,2.8387,3.6252
2009-02-18,1.9407,1.9407,1.9407,1.9407,2.325,3.3238,4.0153,1.2867,1.2867,1.2867,1.2867,1.7245,2.8086,3.6092
2009-02-19,1.9399,1.9399,1.9399,1.9399,2.3026,3.2965,4.0014,1.2845,1.2845,1.2845,1.2845,1.6977,2.7783,3.5931
2009-02-20,1.938,1.938,1.938,1.938,2.2808,3.2691,3.9876,1.2829,1.2829,1.2829,1.2829,1.6716,2.7481,3.5771
2009-02-23,1.9369,1.9369,1.9369,1.9369,2.2595,3.2417,3.9738,1.2846,1.2846,1.2846,1.2846,1.6462,2.7179,3.5611
2009-02-24,1.935,1.935,1.935,1.935,2.2387,3.2143,3.9599,1.2807,1.2807,1.2807,1.2807,1.6214,2.6876,3.545
2009-02-25,1.9316,1.9316,1.9316,1.9316,2.2183,3.1869,3.9461,1.2793,1.2793,1.2793,1.2793,1.5979,2.6574,3.5289
2009-02-26,1.9301,1.9301,1.9301,1.9301,2.1987,3.1595,3.9322,1.2779,1.2779,1.2779,1.2779,1.5758,2.6271,3.5129
2009-02-27,1.9275,1.9275,1.9275,1.9275,2.1795,3.132,3.9183,1.2748,1.2748,1.2748,1.2748,1.5544,2.5968,3.4968
2009-03-02,1.9248,1.9248,1.9248,1.9248,2.161,3.1046,3.9044,1.2716,1.2716,1.2716,1.2716,1.5335,2.5665,3.4807
2009-03-03,1.923,1.923,1.923,1.923,2.1431,3.0772,3.8905,1.2716,1.2716,1.2716,1.2716,1.5133,2.5362,3.4645
2009-03-04,1.9223,1.9223,1.9223,1.9223,2.1257,3.0502,3.8766,1.2714,1.2714,1.2714,1.2714,1.4938,2.5062,3.4484
2009-03-05,1.9195,1.9195,1.9195,1.9195,2.1089,3.0233,3.8627,1.2688,1.2688,1.2688,1.2688,1.4751,2.4762,3.4323
2009-03-06,1.9182,1.9182,1.9182,1.9182,2.0924,2.9966,3.8487,1.2659,1.2659,1.2659,1.2659,1.4571,2.4463,3.4162
2009-03-09,1.9141,1.9141,1.9141,1.9141,2.0778,2.9698,3.8348,1.2652,1.2652,1.2652,1.2652,1.4411,2.4165,3.4
2009-03-10,1.9119,1.9119,1.9119,1.9119,2.0649,2.9432,3.8208,1.2613,1.2613,1.2613,1.2613,1.4264,2.3868,3.3839
2009-03-11,1.9111,1.9111,1.9111,1.9111,2.053,2.9165,3.8068,1.2563,1.2563,1.2563,1.2563,1.4126,2.3571,3.3677
2009-03-12,1.9101,1.9101,1.9101,1.9101,2.0421,2.89,3.7928,1.2538,1.2538,1.2538,1.2538,1.3996,2.3276,3.3515
2009-03-13,1.9088,1.9088,1.9088,1.9088,2.0319,2.8635,3.7788,1.2522,1.2522,1.2522,1.2522,1.3875,2.298,3.3353
2009-03-16,1.9037,1.9037,1.9037,1.9037,2.0222,2.837,3.7647,1.2488,1.2488,1.2488,1.2488,1.3764,2.2685,3.3191
2009-03-17,1.9005,1.9005,1.9005,1.9005,2.013,2.8104,3.7507,1.2469,1.2469,1.2469,1.2469,1.3658,2.239,3.3028
2009-03-18,1.8979,1.8979,1.8979,1.8979,2.0042,2.7839,3.7366,1.2445,1.2445,1.2445,1.2445,1.3558,2.2096,3.2866
2009-03-19,1.8951,1.8951,1.8951,1.8951,1.9961,2.7574,3.7225,1.2443,1.2443,1.2443,1.2443,1.3467,2.1803,3.2705
2009-03-20,1.8935,1.8935,1.8935,1.8935,1.9885,2.731,3.7085,1.2415,1.2415,1.2415,1.2415,1.3385,2.151,3.2542
2009-03-23,1.8897,1.8897,1.8897,1.8897,1.9812,2.7045,3.6944,1.2391,1.2391,1.2391,1.2391,1.3309,2.1219,3.238
2009-03-24,1.8866,1.8866,1.8866,1.8866,1.9744,2.6782,3.6803,1.2364,1.2364,1.2364,1.2364,1.3238,2.093,3.2218
2009-03-25,1.8835,1.8835,1.8835,1.8835,1.9681,2.6522,3.6661,1.2341,1.2341,1.2341,1.2341,1.3174,2.0644,3.2055
2009-03-26,1.8809,1.8809,1.8809,1.8809,1.962,2.6266,3.652,1.2318,1.2318,1.2318,1.2318,1.3115,2.036,3.1893
2009-03-27,1.8796,1.8796,1.8796,1.8796,1.9563,2.601,3.6378,1.2293,1.2293,1.2293,1.2293,1.3062,2.008,3.173
2009-03-30,1.8779,1.8779,1.8779,1.8779,1.9507,2.5755,3.6237,1.2275,1.2275,1.2275,1.2275,1.3011,1.9801,3.1567
2009-03-31,1.8754,1.8754,1.8754,1.8754,1.9456,2.5501,3.6095,1.2241,1.2241,1.2241,1.2241,1.2962,1.9525,3.1404
2009-04-01,1.8739,1.8739,1.8739,1.8739,1.9408,2.5248,3.5952,1.2232,1.2232,1.2232,1.2232,1.2917,1.925,3.1242
2009-04-02,1.8734,1.8734,1.8734,1.8734,1.9364,2.4996,3.581,1.2228,1.2228,1.2228,1.2228,1.2875,1.8976,3.108
2009-04-03,1.8719,1.8719,1.8719,1.8719,1.9325,2.4745,3.5668,1.2214,1.2214,1.2214,1.2214,1.2834,1.8704,3.0918
2009-04-07,1.8689,1.8689,1.8689,1.8689,1.9288,2.4494,3.5526,1.2191,1.2191,1.2191,1.2191,1.2797,1.8435,3.0755
2009-04-08,1.8664,1.8664,1.8664,1.8664,1.9253,2.4244,3.5384,1.2177,1.2177,1.2177,1.2177,1.2761,1.817,3.0593
2009-04-09,1.8633,1.8633,1.8633,1.8633,1.9221,2.3996,3.5241,1.2153,1.2153,1.2153,1.2153,1.2727,1.7907,3.043
2009-04-10,1.8604,1.8604,1.8604,1.8604,1.9189,2.3748,3.5099,1.2144,1.2144,1.2144,1.2144,1.2693,1.7647,3.0266
2009-04-13,1.8588,1.8588,1.8588,1.8588,1.916,2.3503,3.4956,1.2133,1.2133,1.2133,1.2133,1.2663,1.7391,3.0103
2009-04-14,1.8572,1.8572,1.8572,1.8572,1.9132,2.3259,3.4813,1.2129,1.2129,1.2129,1.2129,1.2636,1.714,2.994
2009-04-15,1.855,1.855,1.855,1.855,1.9106,2.3019,3.467,1.2121,1.2121,1.2121,1.2121,1.261,1.6892,2.9776
2009-04-16,1.8543,1.8543,1.8543,1.8543,1.908,2.2782,3.4528,1.2113,1.2113,1.2113,1.2113,1.2584,1.6649,2.9613
2009-04-17,1.8538,1.8538,1.8538,1.8538,1.9056,2.2549,3.4385,1.211,1.211,1.211,1.211,1.2559,1.641,2.9449
2009-04-20,1.8542,1.8542,1.8542,1.8542,1.9033,2.232,3.4242,1.2101,1.2101,1.2101,1.2101,1.2536,1.6176,2.9285
2009-04-21,1.8554,1.8554,1.8554,1.8554,1.9012,2.2094,3.4099,1.2115,1.2115,1.2115,1.2115,1.2513,1.5946,2.9122
2009-04-22,1.8556,1.8556,1.8556,1.8556,1.8992,2.1871,3.3956,1.2133,1.2133,1.2133,1.2133,1.2493,1.572,2.8958
2009-04-23,1.8511,1.8511,1.8511,1.8511,1.8972,2.1723,3.3813,1.213,1.213,1.213,1.213,1.2474,1.556,2.8794
2009-04-24,1.8519,1.8519,1.8519,1.8519,1.8953,2.1583,3.367,1.2137,1.2137,1.2137,1.2137,1.2456,1.5406,2.8632
2009-04-27,1.852,1.852,1.852,1.852,1.8934,2.1448,3.3527,1.214,1.214,1.214,1.214,1.2439,1.5256,2.847
2009-04-28,1.8521,1.8521,1.8521,1.8521,1.8916,2.1318,3.3384,1.2133,1.2133,1.2133,1.2133,1.2423,1.5108,2.8308
2009-04-29,1.8529,1.8529,1.8529,1.8529,1.8898,2.119,3.3241,1.2141,1.2141,1.2141,1.2141,1.2407,1.4962,2.8146
2009-04-30,1.8524,1.8524,1.8524,1.8524,1.888,2.1065,3.3098,1.2144,1.2144,1.2144,1.2144,1.2393,1.4819,2.7985
2009-05-04,1.8513,1.8513,1.8513,1.8513,1.8863,2.0944,3.2955,1.2152,1.2152,1.2152,1.2152,1.2379,1.4678,2.7825
2009-05-05,1.8517,1.8517,1.8517,1.8517,1.8845,2.0827,3.2812,1.2153,1.2153,1.2153,1.2153,1.2365,1.4541,2.7664
2009-05-06,1.8528,1.8528,1.8528,1.8528,1.8829,2.0712,3.267,1.2141,1.2141,1.2141,1.2141,1.2351,1.4406,2.7504
2009-05-07,1.8533,1.8533,1.8533,1.8533,1.8812,2.0599,3.2527,1.2128,1.2128,1.2128,1.2128,1.2338,1.4276,2.7344
2009-05-08,1.8537,1.8537,1.8537,1.8537,1.8797,2.049,3.2384,1.2117,1.2117,1.2117,1.2117,1.2324,1.4152,2.7184
2009-05-11,1.8536,1.8536,1.8536,1.8536,1.8781,2.0384,3.2242,1.2107,1.2107,1.2107,1.2107,1.2311,1.4034,2.7024
2009-05-12,1.8541,1.8541,1.8541,1.8541,1.8767,2.0281,3.2099,1.2096,1.2096,1.2096,1.2096,1.2298,1.3921,2.6865
2009-05-13,1.853,1.853,1.853,1.853,1.8752,2.0181,3.1956,1.2086,1.2086,1.2086,1.2086,1.2285,1.381,2.6706
2009-05-14,1.8525,1.8525,1.8525,1.8525,1.8738,2.0084,3.1814,1.2068,1.2068,1.2068,1.2068,1.2272,1.3702,2.6548
2009-05-15,1.8513,1.8513,1.8513,1.8513,1.8724,1.9991,3.1671,1.2044,1.2044,1.2044,1.2044,1.2259,1.3598,2.639
2009-05-18,1.8516,1.8516,1.8516,1.8516,1.871,1.99,3.1528,1.2044,1.2044,1.2044,1.2044,1.2246,1.3499,2.6233
2009-05-19,1.851,1.851,1.851,1.851,1.8697,1.9811,3.1385,1.2055,1.2055,1.2055,1.2055,1.2234,1.3402,2.6076
2009-05-20,1.8509,1.8509,1.8509,1.8509,1.8684,1.9731,3.1243,1.2062,1.2062,1.2062,1.2062,1.2222,1.3316,2.5919
2009-05-21,1.8509,1.8509,1.8509,1.8509,1.8672,1.966,3.11,1.2059,1.2059,1.2059,1.2059,1.2211,1.3237,2.5762
2009-05-22,1.8504,1.8504,1.8504,1.8504,1.866,1.9595,3.0957,1.2065,1.2065,1.2065,1.2065,1.2201,1.3163,2.5605
2009-05-25,1.8522,1.8522,1.8522,1.8522,1.8648,1.9535,3.0814,1.2151,1.2151,1.2151,1.2151,1.2193,1.3094,2.5448
