Date,GACGB3M_Close,GACGB2_Close,GACGB5_Close,GACGB10_Close,GACGB30_Close
11/26/2007,,6.576,6.292,5.925,
11/27/2007,,6.529,6.223,5.836,
11/28/2007,,6.56,6.268,5.894,
11/29/2007,,6.576,6.306,5.957,
11/30/2007,,6.584,6.323,5.997,
12/3/2007,,6.571,6.312,5.984,
12/4/2007,,6.548,6.305,5.995,
12/5/2007,,6.473,6.263,5.977,
12/6/2007,,6.505,6.289,6.008,
12/7/2007,,6.533,6.323,6.047,
12/10/2007,,6.626,6.429,6.16,
12/11/2007,,6.722,6.549,6.28,
12/12/2007,,6.669,6.476,6.181,
12/13/2007,,6.749,6.571,6.255,
12/14/2007,,6.791,6.618,6.266,
12/17/2007,,6.804,6.63,6.293,
12/18/2007,,6.801,6.632,6.288,
12/19/2007,,6.839,6.663,6.288,
12/20/2007,,6.819,6.639,6.239,
12/21/2007,,6.838,6.664,6.251,
12/24/2007,,6.892,6.742,6.361,
12/27/2007,,6.902,6.764,6.404,
12/28/2007,,6.891,6.747,6.385,
12/31/2007,,6.852,6.708,6.326,
1/2/2008,,6.845,6.72,6.337,
1/3/2008,,6.68,6.546,6.131,
1/4/2008,,6.657,6.531,6.107,
1/7/2008,,6.565,6.441,6.057,
1/8/2008,,6.643,6.515,6.112,
1/9/2008,,6.65,6.522,6.116,
1/10/2008,,6.662,6.534,6.125,
1/11/2008,,6.613,6.511,6.128,
1/14/2008,,6.54,6.447,6.073,
1/15/2008,,6.531,6.452,6.066,
1/16/2008,,6.528,6.4,5.985,
1/17/2008,,6.562,6.435,6.026,
1/18/2008,,6.552,6.423,6.043,
1/21/2008,,6.565,6.429,6.028,
1/22/2008,,6.393,6.238,5.872,
1/23/2008,,6.4408,6.38,5.977,
1/24/2008,,6.554,6.402,6.043,
1/25/2008,,6.695,6.56,6.191,
1/29/2008,,6.631,6.5,6.074,
1/30/2008,,6.62,6.468,6.064,
1/31/2008,,6.645,6.48,6.088,
2/1/2008,,6.688,6.512,6.126,
2/4/2008,,6.764,6.594,6.197,
2/5/2008,,6.665,6.51,6.151,
2/6/2008,,6.641,6.452,6.088,
2/7/2008,,6.643,6.464,6.12,
2/8/2008,,6.684,6.51,6.191,
2/11/2008,,6.782,6.593,6.219,
2/12/2008,,6.807,6.607,6.227,
2/13/2008,,6.806,6.608,6.249,
2/14/2008,,6.92,6.717,6.338,
2/15/2008,,6.898,6.686,6.328,
2/18/2008,,6.938,6.741,6.383,
2/19/2008,,7.08,6.843,6.478,
2/20/2008,,6.945,6.774,6.405,
2/21/2008,,6.939,6.775,6.428,
2/22/2008,,6.894,6.731,6.373,
2/25/2008,,6.962,6.805,6.443,
2/26/2008,,6.949,6.79,6.411,
2/27/2008,,6.944,6.783,6.424,
2/28/2008,,6.913,6.749,6.438,
2/29/2008,,6.72,6.556,6.213,
3/3/2008,,6.676,6.514,6.188,
3/4/2008,,6.556,6.39,6.146,
3/5/2008,,6.528,6.352,6.157,
3/6/2008,,6.548,6.378,6.246,
3/7/2008,,6.385,6.189,6.104,
3/10/2008,,6.275,6.067,6.045,
3/11/2008,,6.365,6.204,6.208,
3/12/2008,,6.325,6.142,6.052,
3/13/2008,,6.334,6.203,6.137,
3/14/2008,,6.314,6.163,6.02,
3/17/2008,,5.993,5.85,5.866,
3/18/2008,,6.109,5.98,5.97,
3/19/2008,,6.189,6.068,6.077,
3/20/2008,,6.1,5.983,5.984,
3/25/2008,,6.238,6.129,6.132,
3/26/2008,,6.192,6.084,6.091,
3/27/2008,,6.171,6.062,6.027,
3/28/2008,,6.272,6.162,6.155,
3/31/2008,,6.201,6.088,6.054,
4/1/2008,,6.102,6,6.023,
4/2/2008,,6.272,6.173,6.173,
4/3/2008,,6.276,6.172,6.136,
4/4/2008,,6.293,6.194,6.178,
4/7/2008,,6.231,6.132,6.095,
4/8/2008,,6.287,6.178,6.154,
4/9/2008,,6.262,6.138,6.1,
4/10/2008,,6.183,6.071,6.067,
4/11/2008,,6.241,6.137,6.142,
4/14/2008,,6.115,6.002,5.999,
4/15/2008,,6.133,6.017,6.024,
4/16/2008,,6.168,6.064,6.133,
4/17/2008,,6.229,6.128,6.18,
4/18/2008,,6.28,6.171,6.21,
4/21/2008,,6.442,6.308,6.293,
4/22/2008,,6.427,6.254,6.208,
4/23/2008,,6.53,6.319,6.252,
4/24/2008,,6.527,6.311,6.285,
4/28/2008,,6.517,6.319,6.321,
4/29/2008,,6.513,6.304,6.347,
4/30/2008,,6.471,6.256,6.286,
5/1/2008,,6.393,6.16,6.185,
5/2/2008,,6.436,6.203,6.233,
5/5/2008,,6.537,6.316,6.381,
5/6/2008,,6.514,6.284,6.35,
5/7/2008,,6.513,6.274,6.355,
5/8/2008,,6.443,6.194,6.289,
5/9/2008,,6.362,6.088,6.205,
5/12/2008,,6.355,6.077,6.191,
5/13/2008,,6.386,6.104,6.215,
5/14/2008,,6.447,6.17,6.264,
5/15/2008,,6.479,6.211,6.331,
5/16/2008,,6.472,6.208,6.322,
5/19/2008,,6.451,6.181,6.292,
5/20/2008,,6.59,6.382,6.376,
5/21/2008,,6.585,6.364,6.327,
5/22/2008,,6.728,6.501,6.449,
5/23/2008,,6.825,6.588,6.513,
5/26/2008,,6.779,6.533,6.443,
5/27/2008,,6.849,6.592,6.488,
5/28/2008,,6.865,6.603,6.503,
5/29/2008,,6.918,6.662,6.593,
5/30/2008,,6.842,6.59,6.53,
6/2/2008,,6.808,6.573,6.559,
6/3/2008,,6.748,6.506,6.484,
6/4/2008,,6.875,6.612,6.544,
6/5/2008,,6.87,6.603,6.529,
6/6/2008,,6.9808,6.7136,6.6374,
6/10/2008,,7.1704,6.8439,6.6756,
6/11/2008,,7.1555,6.8273,6.6719,
6/12/2008,,7.0067,6.7238,6.5998,
6/13/2008,,7.1459,6.8577,6.7291,
6/16/2008,,7.1308,6.867,6.786,
6/17/2008,,6.977,6.7424,6.6916,
6/18/2008,,6.9123,6.6777,6.6159,
6/19/2008,,6.9405,6.6955,6.5823,
6/20/2008,,7.0171,6.7749,6.662,
6/23/2008,,6.9642,6.7111,6.5442,
6/24/2008,,6.9747,6.7175,6.5575,
6/25/2008,,6.9042,6.6357,6.4819,
6/26/2008,,6.8999,6.6415,6.5131,
6/27/2008,,6.8201,6.5736,6.4609,
6/30/2008,,6.8058,6.5605,6.447,
7/1/2008,,6.8491,6.6098,6.4945,
7/2/2008,,6.9201,6.679,6.5698,
7/3/2008,,6.8714,6.6271,6.4963,
7/4/2008,,6.8159,6.5605,6.4225,
7/7/2008,,6.7557,6.4976,6.3484,
7/8/2008,,6.7005,6.4461,6.3462,
7/9/2008,,6.6858,6.4327,6.338,
7/10/2008,,6.657,6.3961,6.2902,
7/11/2008,,6.693,6.432,6.3639,
7/14/2008,,6.6973,6.4517,6.4119,
7/15/2008,,6.6036,6.3583,6.3048,
7/16/2008,,6.5374,6.3217,6.3269,
7/17/2008,,6.5564,6.3442,6.3086,
7/18/2008,,6.5804,6.3799,6.3569,
7/21/2008,,6.6226,6.4342,6.4203,
7/22/2008,,6.6615,6.4696,6.4623,
7/23/2008,,6.6415,6.4475,6.4435,
7/24/2008,,6.5689,6.3911,6.3995,
7/25/2008,,6.4412,6.2571,6.2599,
7/28/2008,,6.4179,6.2321,6.2527,
7/29/2008,,6.4125,6.2342,6.2981,
7/30/2008,,6.3625,6.1967,6.2633,
7/31/2008,,6.3127,6.1485,6.2184,
8/1/2008,,6.2066,6.0514,6.1223,
8/5/2008,,6.0012,5.893,6.033,
8/6/2008,,5.9891,5.9236,6.0506,
8/7/2008,,5.9583,5.8805,5.9785,
8/8/2008,,5.9186,5.8411,5.9246,
8/11/2008,,5.9236,5.8464,5.9147,
8/12/2008,,5.8482,5.782,5.8688,
8/13/2008,,5.8194,5.7614,5.8513,
8/14/2008,,5.8114,5.7645,5.8962,
8/15/2008,,5.7789,5.733,5.8541,
8/18/2008,,5.7662,5.7184,5.8173,
8/19/2008,,5.7681,5.7173,5.8156,
8/20/2008,,5.8105,5.7616,5.8468,
8/21/2008,,5.7223,5.6766,5.7345,
8/22/2008,,5.753,5.7079,5.7922,
8/25/2008,,5.754,5.7152,5.796,
8/26/2008,,5.6924,5.6535,5.7505,
8/27/2008,,5.6804,5.6412,5.717,
8/28/2008,,5.7374,5.7129,5.7638,
8/29/2008,,5.7101,5.6898,5.7593,
9/1/2008,,5.691,5.6732,5.7312,
9/2/2008,,5.6837,5.6581,5.691,
9/3/2008,,5.6599,5.6352,5.6923,
9/4/2008,,5.6849,5.6701,5.7644,
9/5/2008,,5.5701,5.553,5.6244,
9/8/2008,,5.6867,5.678,5.7756,
9/9/2008,,5.5784,5.5637,5.6223,
9/10/2008,,5.5607,5.5353,5.6353,
9/11/2008,,5.5916,5.5642,5.6602,
9/12/2008,,5.6429,5.6165,5.6794,
9/15/2008,,5.448,5.428,5.5718,
9/16/2008,,5.3642,5.3355,5.4488,
9/17/2008,,5.4935,5.4631,5.5698,
9/18/2008,,5.3394,5.3348,5.5309,
9/19/2008,,5.4148,5.429,5.5662,
9/22/2008,,5.6073,5.659,5.8282,
9/23/2008,,5.5438,5.5951,5.7694,
9/24/2008,,5.5209,5.5605,5.706,
9/25/2008,,5.5009,5.5434,5.7219,
9/26/2008,,5.3609,5.4097,5.6131,
9/29/2008,,5.3623,5.4245,5.663,
9/30/2008,,5.106,5.1876,5.3952,
10/1/2008,,5.1393,5.2305,5.4327,
10/2/2008,,5.0383,5.1408,5.354,
10/3/2008,,4.9009,5.0322,5.2852,
10/7/2008,,4.3415,4.7101,5.0598,
10/8/2008,,4.1054,4.5412,4.9306,
10/9/2008,,4.1671,4.6574,5.0888,
10/10/2008,,3.9824,4.5962,5.1387,
10/13/2008,,4.3411,5.0308,5.547,
10/14/2008,,4.4707,5.0686,5.4439,
10/15/2008,,4.3303,4.9671,5.3734,
10/16/2008,,4.145,4.81,5.2484,
10/17/2008,,4.1387,4.827,5.352,
10/20/2008,,4.1936,4.8239,5.2627,
10/21/2008,,4.2467,4.7959,5.1398,
10/22/2008,,4.1515,4.7227,5.1241,
10/23/2008,,4.1436,4.6555,5.0816,
10/24/2008,,4.0257,4.5045,4.9127,
10/27/2008,,4.0348,4.5401,5.0597,
10/28/2008,,4.1898,4.7026,5.2817,
10/29/2008,,4.1723,4.6666,5.2017,
10/30/2008,,4.2567,4.7352,5.2286,
10/31/2008,,4.2914,4.7094,5.1689,
11/3/2008,,4.3088,4.8342,5.3985,
11/4/2008,,3.9727,4.5763,5.266,
11/5/2008,,4.003,4.6409,5.3348,
11/6/2008,,3.8279,4.4447,5.1443,
11/7/2008,,3.7916,4.444,5.1857,
11/10/2008,,3.8337,4.4909,5.1885,
11/11/2008,,3.6391,4.2944,5.0428,
11/12/2008,,3.5885,4.259,5.0843,
11/13/2008,,3.4322,4.0994,4.9086,
11/14/2008,,3.4926,4.1647,5.0304,
11/17/2008,,3.4383,4.1089,4.9654,
11/18/2008,,3.393,4.06,4.9643,
11/19/2008,,3.3906,4.045,4.8408,
11/20/2008,,3.3172,3.9753,4.7618,
11/21/2008,,3.1641,3.8203,4.6282,
11/24/2008,,3.1549,3.8135,4.6005,
11/25/2008,,3.2231,3.9022,4.6832,
11/26/2008,,3.2068,3.8846,4.6133,
11/27/2008,,3.2546,3.9456,4.6471,
11/28/2008,,3.1929,3.8831,4.5975,
12/1/2008,,3.1443,3.8334,4.527,
12/2/2008,,3.0618,3.7661,4.3412,
12/3/2008,,3.0814,3.7982,4.3362,
12/4/2008,,3.0363,3.7381,4.2554,
12/5/2008,,3.0729,3.7668,4.2817,
12/8/2008,,3.119,3.8034,4.2971,
12/9/2008,,3.0881,3.7762,4.3132,
12/10/2008,,3.0882,3.7967,4.4692,
12/11/2008,,2.85,3.6668,4.2746,
12/12/2008,,2.7371,3.5586,4.3,
12/15/2008,,2.9222,3.6804,4.4135,
12/16/2008,,2.785,3.537,4.255,
12/17/2008,,2.815,3.53,4.137,
12/18/2008,,2.7974,3.4821,4.0455,
12/19/2008,,2.7754,3.4521,4.0254,
12/22/2008,,2.8604,3.5421,4.131,
12/23/2008,,2.847,3.537,4.105,
12/24/2008,,2.8695,3.5559,4.0875,
12/29/2008,,2.787,3.47,3.9694,
12/30/2008,,2.8249,3.5115,4.0119,
12/31/2008,,2.7426,3.4138,3.9919,
1/2/2009,,2.725,3.582,3.9591,
1/5/2009,,2.972,3.849,4.2638,
1/6/2009,,2.972,3.861,4.29,
1/7/2009,,3.005,3.85,4.2519,
1/8/2009,,2.8876,3.742,4.1381,
1/9/2009,,2.8696,3.712,4.12,
1/12/2009,,2.7536,3.614,4.1013,
1/13/2009,,2.6346,3.488,3.959,
1/14/2009,,2.535,3.486,3.9904,
1/15/2009,,2.5046,3.375,3.851,
1/16/2009,,2.6287,3.49,3.9755,
1/19/2009,,2.6933,3.556,4.0516,
1/20/2009,,2.522,3.481,3.9963,
1/21/2009,,2.67,3.515,4.075,
1/22/2009,,2.6862,3.596,4.1863,
1/23/2009,,2.5518,3.476,4.1038,
1/27/2009,,2.5542,3.513,4.1879,
1/28/2009,,2.5166,3.441,4.0562,
1/29/2009,,2.4618,3.403,4.0762,
1/30/2009,,2.4141,3.354,4.0987,
2/2/2009,,2.388,3.3461,4.0971,
2/3/2009,,2.4995,3.473,4.2196,
2/4/2009,,2.5657,3.579,4.31,
2/5/2009,,2.6825,3.69,4.3679,
2/6/2009,,2.8781,3.8775,4.4433,
2/9/2009,,2.8427,3.8129,4.3592,
2/10/2009,,2.7992,3.7785,4.3371,
2/11/2009,,2.6401,3.6575,4.2517,
2/12/2009,,2.5936,3.635,4.1846,
2/13/2009,,2.702,3.685,4.2425,
2/16/2009,,2.8549,3.814,4.385,
2/17/2009,,2.6899,3.657,4.2604,
2/18/2009,,2.5741,3.532,4.0779,
2/19/2009,,2.6991,3.6595,4.2229,
2/20/2009,,2.702,3.6545,4.1679,
2/23/2009,,2.6824,3.6359,4.152,
2/24/2009,,2.6713,3.6305,4.1233,
2/25/2009,,2.7824,3.8,4.2646,
2/26/2009,,2.7655,3.7355,4.2462,
2/27/2009,,2.785,3.7935,4.4033,
3/2/2009,,2.7288,3.7555,4.3071,
3/3/2009,,2.7985,3.799,4.3117,
3/4/2009,,2.7295,3.7665,4.3533,
3/5/2009,,2.725,3.79,4.4092,
3/6/2009,,2.615,3.68,4.2391,
3/9/2009,,2.515,3.522,4.1171,
3/10/2009,,2.5868,3.641,4.255,
3/11/2009,,2.6412,3.7095,4.3351,
3/12/2009,,2.5621,3.635,4.2722,
3/13/2009,,2.6257,3.6904,4.2813,
3/16/2009,,2.6676,3.7406,4.3,
3/17/2009,,2.7199,3.8035,4.3467,
3/18/2009,,2.6885,3.7975,4.355,
3/19/2009,,2.5386,3.597,4.0905,
3/20/2009,,2.6145,3.6705,4.175,
3/23/2009,,2.7138,3.8131,4.3,
3/24/2009,,2.81,3.8785,4.3671,
3/25/2009,,2.8788,3.957,4.4483,
3/26/2009,,2.9922,4.0685,4.5196,
3/27/2009,,2.9875,4.088,4.5642,
3/30/2009,,2.897,3.997,4.4605,
3/31/2009,,2.8374,3.9555,4.4234,
4/1/2009,,2.8066,3.9365,4.3895,
4/2/2009,,2.833,3.962,4.374,
4/3/2009,,2.9417,4.0705,4.428,
4/6/2009,,2.9703,4.1765,4.614,
4/7/2009,,3.0007,4.219,4.6095,
4/8/2009,,2.9485,4.16,4.5406,
4/9/2009,,2.9105,4.1565,4.5825,
4/14/2009,,2.925,4.1881,4.6131,
4/15/2009,,2.888,4.1625,4.579,
4/16/2009,,2.8444,4.116,4.506,
4/17/2009,,2.88,4.149,4.5185,
4/20/2009,,3.3671,4.199,4.594,
4/21/2009,,3.2026,4.0175,4.363,
4/22/2009,,3.2479,4.0675,4.457,
4/23/2009,,3.2496,4.0785,4.491,
4/24/2009,,3.2171,4.0595,4.511,
4/27/2009,,3.1426,3.991,4.4665,
4/28/2009,,3.0464,3.911,4.4333,
4/29/2009,,3.1543,4.0295,4.5653,
4/30/2009,,3.1419,4.0271,4.5689,
5/1/2009,,3.1972,4.0892,4.6758,
5/4/2009,,3.25,4.151,4.6954,
5/5/2009,,3.3653,4.275,4.8145,
5/6/2009,,3.3529,4.2654,4.7821,
5/7/2009,,3.5503,4.4379,4.9028,
5/8/2009,,3.5535,4.4571,4.9667,
5/11/2009,,3.5065,4.4221,4.9218,
5/12/2009,,3.4746,4.4121,4.9299,
5/13/2009,,3.497,4.447,4.924,
5/14/2009,,3.4353,4.387,4.8758,
5/15/2009,,3.4415,4.3922,4.8668,
5/18/2009,,3.4296,4.3751,4.8558,
5/19/2009,2.9477,3.5753,4.5479,4.9891,
5/20/2009,3.1022,3.6728,4.6593,5.0665,
5/21/2009,3.0333,3.6675,4.6609,5.1077,
5/22/2009,3.0446,3.706,4.7396,5.2068,
5/25/2009,3.0568,3.6757,4.7575,5.2678,
5/26/2009,3.0197,3.6022,4.687,5.2183,
5/27/2009,3.1171,3.6369,4.7782,5.3813,
5/28/2009,3.0535,3.629,4.7725,5.3606,
5/29/2009,3.0395,3.5034,4.675,5.2788,
6/1/2009,3.0284,3.5971,4.7659,5.3592,
6/2/2009,3.0389,3.694,4.8823,5.4867,
6/3/2009,3.1902,3.6896,4.8833,5.4859,
6/4/2009,3.0703,3.6132,4.8115,5.4249,
6/5/2009,3.1187,3.7286,4.9485,5.588,
6/9/2009,3.1446,3.9112,5.0926,5.5571,
6/10/2009,3.2221,3.9334,5.1129,5.5956,
6/11/2009,3.1801,4.0554,5.2144,5.6191,
6/12/2009,3.1729,3.9525,5.1325,5.5493,
6/15/2009,3.2072,3.8409,5.0426,5.5026,
6/16/2009,3.1527,3.7563,4.972,5.4381,
6/17/2009,3.2057,3.7937,5.01,5.4796,
6/18/2009,3.1256,3.8816,5.108,5.5831,
6/19/2009,3.1907,4.1183,5.3831,5.8601,
6/22/2009,3.229,4.0939,5.3171,5.7151,
6/23/2009,3.2686,3.9738,5.1896,5.5801,
6/24/2009,3.3336,4.0329,5.2408,5.6168,
6/25/2009,3.2463,4.1626,5.3804,5.6905,
6/26/2009,3.2959,4.1054,5.3121,5.6034,
6/29/2009,3.2449,3.9799,5.1812,5.4838,
6/30/2009,3.2262,4.0114,5.2187,5.5224,
7/1/2009,3.2817,3.9536,5.1758,5.5038,
7/2/2009,3.1793,3.8535,5.0875,5.4151,
7/3/2009,3.1305,3.8082,5.0483,5.4294,
7/6/2009,3.1316,3.8068,5.0634,5.4487,
7/7/2009,3.138,3.8332,5.1016,5.4638,
7/8/2009,3.2405,3.7111,4.9192,5.3074,
7/9/2009,3.1145,3.6668,4.8533,5.2166,
7/10/2009,3.0837,3.6917,4.8908,5.2825,
7/13/2009,3.0947,3.6521,4.85,5.2237,
7/14/2009,3.1043,3.7943,4.9858,5.2914,
7/15/2009,3.2312,3.9408,5.1396,5.4465,
7/16/2009,3.2342,3.9764,5.17,5.4829,
7/17/2009,3.1727,3.9107,5.1046,5.4508,
7/20/2009,3.1471,4.0388,5.2525,5.6208,
7/21/2009,3.145,4.0132,5.2258,5.5196,
7/22/2009,3.2438,4.152,5.3458,5.5654,
7/23/2009,3.1831,4.1501,5.3463,5.5829,
7/24/2009,3.2029,4.1947,5.4166,5.6971,
7/27/2009,3.1665,4.2297,5.4717,5.7163,
7/28/2009,3.1865,4.3123,5.5662,5.7429,
7/29/2009,3.2811,4.2469,5.4541,5.6021,
7/30/2009,3.1867,4.2916,5.48,5.6392,
7/31/2009,3.2086,4.2557,5.4192,5.6046,
8/4/2009,3.1513,4.3653,5.5142,5.6379,
8/5/2009,3.2131,4.405,5.5092,5.6246,
8/6/2009,3.2024,4.4886,5.5725,5.6776,
8/7/2009,3.2335,4.4678,5.525,5.6549,
8/10/2009,3.2188,4.6082,5.5945,5.7281,
8/11/2009,3.2571,4.6222,5.5675,5.7258,
8/12/2009,3.2954,4.4728,5.3933,5.563,
8/13/2009,3.2024,4.5232,5.4716,5.7041,
8/14/2009,3.2008,4.5532,5.4542,5.6217,
8/17/2009,3.2101,4.4401,5.2865,5.465,
8/18/2009,3.1557,4.405,5.2869,5.507,
8/19/2009,3.2268,4.3325,5.215,5.4422,
8/20/2009,3.1654,4.4137,5.279,5.4785,
8/21/2009,3.1773,4.3733,5.2355,5.435,
8/24/2009,3.1578,4.5433,5.381,5.556,
8/25/2009,3.2086,4.452,5.265,5.3994,
8/26/2009,3.2405,4.3958,5.2324,5.368,
8/27/2009,3.1885,4.3004,5.1535,5.2985,
8/28/2009,3.1633,4.575,5.3555,5.4175,
8/31/2009,3.2493,4.5567,5.2935,5.4155,
9/1/2009,3.288,4.425,5.2055,5.347,
9/2/2009,3.3549,4.4675,5.228,5.3865,
9/3/2009,3.1607,4.4376,5.182,5.3706,
9/4/2009,3.1492,4.48,5.2269,5.4331,
9/7/2009,3.1839,4.5573,5.2995,5.4935,
9/8/2009,3.2218,4.4745,5.2245,5.4286,
9/9/2009,3.2543,4.3711,5.1616,5.3813,
9/10/2009,3.2024,4.2525,5.1237,5.4075,
9/11/2009,3.1867,4.1917,5.0379,5.2734,
9/14/2009,3.1232,4.1607,5.0179,5.26,
9/15/2009,3.1542,4.1114,4.988,5.25,
9/16/2009,3.2271,4.1422,5.0259,5.2579,
9/17/2009,3.0384,4.2369,5.1121,5.3267,
9/18/2009,3.0498,4.2023,5.0716,5.2812,
9/21/2009,3.0667,4.2186,5.1051,5.3188,
9/22/2009,2.9734,4.2089,5.1096,5.3237,
9/23/2009,3.0624,4.2282,5.1416,5.3604,
9/24/2009,2.969,4.2027,5.111,5.298,
9/25/2009,2.9466,4.154,5.0262,5.2342,
9/28/2009,2.973,4.1567,4.9858,5.1425,
9/29/2009,3.0225,4.2999,5.0885,5.2058,
9/30/2009,3.1239,4.4092,5.205,5.3596,
10/1/2009,3.0586,4.3742,5.1585,5.283,
10/2/2009,3.0595,4.2051,4.9776,5.1047,
10/6/2009,3.0301,4.3857,5.1129,5.1771,
10/7/2009,3.1297,4.4117,5.118,5.1708,
10/8/2009,3.0723,4.5411,5.258,5.2471,
10/9/2009,3.0854,4.5197,5.2013,5.2217,
10/12/2009,3.0746,4.6151,5.2984,5.3558,
10/13/2009,3.0921,4.5674,5.245,5.3254,
10/14/2009,3.1511,4.6025,5.2843,5.3671,
10/15/2009,3.0979,4.7759,5.49,5.5692,
10/16/2009,3.1124,4.8144,5.4812,5.5775,
10/19/2009,3.1068,4.8221,5.4829,5.5892,
10/20/2009,3.1002,4.855,5.4913,5.568,
10/21/2009,3.1596,4.8164,5.4451,5.5637,
10/22/2009,3.1022,4.8928,5.5221,5.6354,
10/23/2009,3.5781,4.92,5.5617,5.7013,
10/26/2009,3.5983,4.9311,5.5717,5.695,
10/27/2009,4.4956,4.8886,5.5214,5.6662,
10/28/2009,4.5747,4.8643,5.4988,5.6258,
10/29/2009,3.4246,4.7086,5.3167,5.515,
10/30/2009,3.4616,4.689,5.3087,5.5425,
11/2/2009,3.4237,4.6808,5.2954,5.5206,
11/3/2009,3.4733,4.5428,5.1821,5.4505,
11/4/2009,,4.5561,5.2179,5.5271,
11/5/2009,3.4431,4.606,5.271,5.563,
11/6/2009,3.4679,4.6714,5.3533,5.6167,
11/9/2009,3.4981,4.6857,5.3771,5.6546,
11/10/2009,3.4906,4.676,5.368,5.6355,
11/11/2009,3.5721,4.6539,5.3433,5.5925,
11/12/2009,3.4436,4.7019,5.3793,5.5721,
11/13/2009,3.5171,4.6654,5.3383,5.5558,
11/16/2009,3.4989,4.637,5.311,5.5683,
11/17/2009,3.5119,4.5344,5.1958,5.4521,
11/18/2009,3.6139,4.5671,5.2204,5.4712,
11/19/2009,3.5454,4.5006,5.146,5.4104,
11/20/2009,3.5349,4.4435,5.0959,5.3934,
11/23/2009,3.5416,4.4538,5.0986,5.3616,
11/24/2009,3.5396,4.4443,5.0888,5.3504,
11/25/2009,3.5928,4.481,5.1179,5.3958,
11/26/2009,3.5404,4.4093,5.0408,5.2929,
11/27/2009,3.5054,4.3014,4.935,5.2112,
11/30/2009,3.4281,4.3182,4.9592,5.24,
12/1/2009,3.4954,4.2464,4.8645,5.205,
12/2/2009,3.6294,4.2867,4.9621,5.3238,
12/3/2009,3.5682,4.3311,5.0142,5.3471,
12/4/2009,3.5711,4.3579,5.0396,5.3755,
12/7/2009,3.6027,4.4659,5.1467,5.4645,
12/8/2009,3.6014,4.4522,5.1342,5.4871,
12/9/2009,3.7348,4.3795,5.0695,5.4436,
12/10/2009,3.6748,4.4708,5.146,5.4465,
12/11/2009,3.6556,4.5501,5.202,5.5115,
12/14/2009,3.6977,4.534,5.187,5.5239,
12/15/2009,3.7024,4.4416,5.1495,5.517,
12/16/2009,3.7223,4.3023,5.0154,5.4388,
12/17/2009,3.5855,4.304,5.046,5.479,
12/18/2009,3.5942,4.2371,4.9666,5.3499,
12/21/2009,3.6502,4.289,5.022,5.4,
12/22/2009,3.8291,4.3287,5.0719,5.4975,
12/23/2009,3.6302,4.3566,5.1139,5.5438,
12/24/2009,3.6657,4.3259,5.0936,5.575,
12/29/2009,3.879,4.4909,5.2656,5.7389,
12/30/2009,3.7695,4.452,5.2169,5.6879,
12/31/2009,3.7403,4.4017,5.1651,5.6439,
1/4/2010,3.6839,4.5118,5.2892,5.756,
1/5/2010,3.6876,4.445,5.2255,5.621,
1/6/2010,3.7964,4.4479,5.2365,5.6556,
1/7/2010,3.7375,4.4905,5.2814,5.6455,
1/8/2010,3.7292,4.5013,5.2906,5.6813,
1/11/2010,3.7206,4.5344,5.3159,5.6854,
1/12/2010,3.7693,4.4988,5.2788,5.6328,
1/13/2010,3.8539,4.429,5.1962,5.5219,
1/14/2010,3.7768,4.5493,5.3093,5.598,
1/15/2010,3.8105,4.5026,5.27,5.585,
1/18/2010,3.8052,4.4549,5.2286,5.5182,
1/19/2010,3.8102,4.4374,5.2115,5.4913,
1/20/2010,3.902,4.4414,5.2225,5.5315,
1/21/2010,3.8545,4.4406,5.223,5.5265,
1/22/2010,3.8255,4.3485,5.122,5.4305,
1/25/2010,3.8003,4.3422,5.1104,5.47,
1/27/2010,3.8814,4.325,5.0925,5.4018,
1/28/2010,3.7954,4.3587,5.134,5.463,
1/29/2010,3.8293,4.2074,4.9931,5.379,
2/1/2010,3.7607,4.1892,4.983,5.3796,
2/2/2010,3.8061,4.0402,4.9025,5.4374,
2/3/2010,3.7584,4.0826,4.9594,5.448,
2/4/2010,3.6778,4.136,5.0014,5.4472,
2/5/2010,3.6644,4.0825,4.9284,5.3904,
2/8/2010,3.6344,4.0808,4.9015,5.4081,
2/9/2010,3.6546,4.1076,4.9198,5.3798,
2/10/2010,3.774,4.1726,4.9969,5.4501,
2/11/2010,3.7023,4.2334,5.1105,5.514,
2/12/2010,3.7308,4.2459,5.1151,5.509,
2/15/2010,3.692,4.1961,5.0663,5.4783,
2/16/2010,3.6917,4.1879,5.0689,5.511,
2/17/2010,3.7753,4.2374,5.1053,5.5128,
2/18/2010,3.7077,4.253,5.1193,5.5422,
2/19/2010,3.7382,4.292,5.1496,5.5655,
2/22/2010,3.7648,4.313,5.1671,5.5877,
2/23/2010,3.7656,4.3,5.1574,5.5879,
2/24/2010,3.89,4.6034,5.1959,5.5444,
2/25/2010,3.7807,4.5825,5.1588,5.4875,
2/26/2010,3.7592,4.5545,5.1204,5.435,
3/1/2010,3.7643,4.5868,5.1435,5.4384,
3/2/2010,3.7843,4.5908,5.13,5.391,
3/3/2010,3.9477,4.5963,5.1347,5.488,
3/4/2010,3.8545,4.5813,5.1179,5.4593,
3/5/2010,3.836,4.5948,5.1283,5.465,
3/8/2010,3.8618,4.7051,5.2522,5.5637,
3/9/2010,3.8777,4.7293,5.2546,5.5408,
3/10/2010,3.976,4.7762,5.28,5.5426,
