Date,GJTB3MO_Close,GJGB2_Close,GJGB5_Close,GJGB10_Close,GJGB30_Close
6/13/2013,0.0802,0.137,0.337,0.86,1.804
6/14/2013,0.0851,0.131,0.31,0.824,1.799
6/17/2013,0.0853,0.129,0.3,0.838,1.804
6/18/2013,0.085,0.13,0.332,0.836,1.81
6/19/2013,0.085,0.13,0.323,0.816,1.835
6/20/2013,0.0851,0.136,0.357,0.856,1.876
6/21/2013,0.09,0.136,0.355,0.876,1.88
6/24/2013,0.0902,0.137,0.352,0.879,1.904
6/25/2013,0.09,0.139,0.337,0.853,1.847
6/26/2013,0.0901,0.145,0.341,0.865,1.834
6/27/2013,0.093,0.139,0.316,0.838,1.816
6/28/2013,0.0951,0.132,0.313,0.853,1.839
7/1/2013,0.095,0.147,0.344,0.894,1.882
7/2/2013,0.0952,0.143,0.327,0.894,1.903
7/3/2013,0.0951,0.14,0.312,0.874,1.896
7/4/2013,0.095,0.14,0.322,0.856,1.845
7/5/2013,0.0951,0.138,0.321,0.859,1.864
7/8/2013,0.095,0.138,0.33,0.882,1.883
7/9/2013,0.0952,0.133,0.32,0.87,1.872
7/10/2013,0.095,0.137,0.309,0.859,1.877
7/11/2013,0.0953,0.133,0.301,0.832,1.86
7/12/2013,0.0951,0.132,0.299,0.822,1.853
7/16/2013,0.095,0.132,0.303,0.827,1.856
7/17/2013,0.0953,0.128,0.295,0.82,1.839
7/18/2013,0.0951,0.132,0.29,0.809,1.836
7/19/2013,0.0951,0.128,0.292,0.814,1.845
7/22/2013,0.095,0.132,0.275,0.788,1.833
7/23/2013,0.0952,0.132,0.275,0.779,1.839
7/24/2013,0.0951,0.132,0.28,0.776,1.856
7/25/2013,0.095,0.13,0.299,0.807,1.869
7/26/2013,0.0951,0.13,0.291,0.787,1.827
7/29/2013,0.095,0.132,0.297,0.796,1.834
7/30/2013,0.0952,0.117,0.291,0.796,1.812
7/31/2013,0.0951,0.117,0.292,0.802,1.818
8/1/2013,0.095,0.123,0.293,0.799,1.819
8/2/2013,0.0953,0.121,0.312,0.822,1.833
8/5/2013,0.0951,0.115,0.285,0.778,1.814
8/6/2013,0.095,0.117,0.292,0.788,1.845
8/7/2013,0.0953,0.112,0.28,0.757,1.827
8/8/2013,0.09,0.113,0.282,0.755,1.802
8/9/2013,0.0902,0.111,0.286,0.757,1.799
8/12/2013,0.09,0.11,0.289,0.752,1.786
8/13/2013,0.0902,0.112,0.277,0.742,1.767
8/14/2013,0.0903,0.112,0.287,0.752,1.785
8/15/2013,0.0901,0.112,0.277,0.746,1.803
8/16/2013,0.0902,0.107,0.281,0.757,1.815
8/19/2013,0.09,0.111,0.291,0.769,1.821
8/20/2013,0.0902,0.11,0.278,0.744,1.806
8/21/2013,0.0903,0.115,0.281,0.733,1.796
8/22/2013,0.0901,0.112,0.296,0.753,1.812
8/23/2013,0.0902,0.118,0.311,0.774,1.822
8/26/2013,0.09,0.112,0.303,0.766,1.815
8/27/2013,0.0902,0.114,0.29,0.745,1.802
8/28/2013,0.0903,0.113,0.277,0.725,1.773
8/29/2013,0.0901,0.115,0.268,0.714,1.748
8/30/2013,0.0902,0.108,0.263,0.72,1.757
9/2/2013,0.09,0.115,0.268,0.746,1.777
9/3/2013,0.0902,0.117,0.277,0.752,1.81
9/4/2013,0.0903,0.115,0.277,0.775,1.809
9/5/2013,0.09,0.116,0.28,0.78,1.818
9/6/2013,0.0902,0.115,0.279,0.784,1.823
9/9/2013,0.09,0.114,0.27,0.752,1.806
9/10/2013,0.0902,0.117,0.272,0.747,1.798
9/11/2013,0.0901,0.115,0.261,0.734,1.797
9/12/2013,0.085,0.118,0.256,0.732,1.806
9/13/2013,0.0763,0.115,0.27,0.728,1.807
9/17/2013,0.0751,0.117,0.267,0.72,1.794
9/18/2013,0.0752,0.115,0.26,0.706,1.781
9/19/2013,0.0703,0.112,0.25,0.678,1.752
9/20/2013,0.0602,0.101,0.261,0.695,1.747
9/24/2013,0.0493,0.092,0.245,0.673,1.712
9/25/2013,0.0493,0.094,0.24,0.673,1.689
9/26/2013,0.0473,0.1,0.247,0.697,1.713
9/27/2013,0.0331,0.098,0.238,0.682,1.709
9/30/2013,0.035,0.108,0.243,0.686,1.706
10/1/2013,0.0353,0.107,0.244,0.667,1.69
10/2/2013,0.0372,0.101,0.233,0.644,1.641
10/3/2013,0.0431,0.1,0.221,0.641,1.623
10/4/2013,0.0553,0.099,0.224,0.652,1.632
10/7/2013,0.0551,0.1,0.217,0.646,1.644
10/8/2013,0.0553,0.1,0.223,0.656,1.663
10/9/2013,0.0553,0.097,0.23,0.655,1.646
10/10/2013,0.058,0.105,0.23,0.656,1.633
10/11/2013,0.0603,0.107,0.234,0.657,1.643
10/15/2013,0.0601,0.102,0.244,0.671,1.673
10/16/2013,0.0601,0.095,0.225,0.643,1.646
10/17/2013,0.0653,0.097,0.216,0.629,1.634
10/18/2013,0.0703,0.109,0.209,0.62,1.624
10/21/2013,0.0703,0.103,0.211,0.625,1.624
10/22/2013,0.0702,0.1,0.21,0.621,1.612
10/23/2013,0.0702,0.101,0.208,0.608,1.585
10/24/2013,0.0701,0.11,0.208,0.615,1.61
10/25/2013,0.0752,0.102,0.21,0.617,1.634
10/28/2013,0.0753,0.102,0.209,0.62,1.624
10/29/2013,0.0753,0.106,0.204,0.614,1.64
10/30/2013,0.075,0.096,0.201,0.588,1.612
10/31/2013,0.0703,0.098,0.2,0.595,1.623
11/1/2013,0.0703,0.098,0.196,0.599,1.653
11/5/2013,0.0702,0.105,0.201,0.601,1.65
11/6/2013,0.0702,0.098,0.208,0.612,1.65
11/7/2013,0.06,0.094,0.201,0.595,1.63
11/8/2013,0.0551,0.094,0.2,0.594,1.615
11/11/2013,0.0553,0.092,0.207,0.597,1.61
11/12/2013,0.0551,0.092,0.207,0.604,1.625
11/13/2013,0.0553,0.093,0.208,0.601,1.623
11/14/2013,0.0551,0.097,0.205,0.602,1.636
11/15/2013,0.0551,0.092,0.211,0.634,1.657
11/18/2013,0.0553,0.092,0.21,0.633,1.656
11/19/2013,0.0551,0.092,0.206,0.621,1.663
11/20/2013,0.0553,0.097,0.203,0.615,1.656
11/21/2013,0.0553,0.094,0.205,0.631,1.666
11/22/2013,0.0501,0.102,0.201,0.628,1.664
11/25/2013,0.0472,0.101,0.207,0.644,1.688
11/26/2013,0.045,0.093,0.193,0.619,1.658
11/27/2013,0.0453,0.095,0.192,0.607,1.63
11/28/2013,0.045,0.09,0.19,0.606,1.628
11/29/2013,0.0471,0.089,0.185,0.605,1.641
12/2/2013,0.048,0.087,0.191,0.617,1.66
12/3/2013,0.0493,0.083,0.192,0.634,1.672
12/4/2013,0.0493,0.085,0.191,0.633,1.661
12/5/2013,0.049,0.085,0.195,0.634,1.661
12/6/2013,0.0551,0.086,0.204,0.669,1.688
12/9/2013,0.058,0.086,0.197,0.66,1.68
12/10/2013,0.0601,0.088,0.2,0.663,1.688
12/11/2013,0.0601,0.089,0.2,0.65,1.717
12/12/2013,0.06,0.097,0.198,0.664,1.725
12/13/2013,0.0551,0.098,0.22,0.696,1.741
12/16/2013,0.0553,0.097,0.212,0.69,1.743
12/17/2013,0.0551,0.097,0.207,0.668,1.732
12/18/2013,0.0551,0.098,0.207,0.666,1.685
12/19/2013,0.0553,0.096,0.217,0.674,1.691
12/20/2013,0.0603,0.094,0.214,0.681,1.685
12/24/2013,0.0601,0.098,0.211,0.682,1.685
12/25/2013,0.0601,0.098,0.22,0.696,1.692
12/26/2013,0.0603,0.098,0.225,0.708,1.701
12/27/2013,0.0602,0.09,0.22,0.706,1.703
12/30/2013,0.06,0.094,0.246,0.741,1.738
1/6/2014,0.0603,0.092,0.226,0.727,1.725
1/7/2014,0.0602,0.091,0.219,0.697,1.706
1/8/2014,0.0602,0.094,0.22,0.708,1.704
1/9/2014,0.06,0.093,0.223,0.701,1.699
1/10/2014,0.0651,0.105,0.217,0.702,1.698
1/14/2014,0.065,0.088,0.196,0.657,1.671
1/15/2014,0.0651,0.089,0.202,0.666,1.679
1/16/2014,0.065,0.089,0.21,0.678,1.679
1/17/2014,0.0652,0.088,0.211,0.674,1.704
1/20/2014,0.0601,0.088,0.207,0.669,1.698
1/21/2014,0.06,0.098,0.223,0.689,1.717
1/22/2014,0.0604,0.087,0.207,0.676,1.701
1/23/2014,0.0602,0.088,0.212,0.661,1.664
1/24/2014,0.0553,0.098,0.201,0.632,1.627
1/27/2014,0.0551,0.098,0.202,0.64,1.633
1/28/2014,0.0553,0.097,0.201,0.634,1.654
1/29/2014,0.0504,0.096,0.208,0.635,1.654
1/30/2014,0.0501,0.088,0.201,0.625,1.635
1/31/2014,0.0501,0.082,0.198,0.622,1.635
2/3/2014,0.0502,0.083,0.197,0.615,1.623
2/4/2014,0.05,0.086,0.196,0.614,1.602
2/5/2014,0.05,0.083,0.197,0.6,1.579
2/6/2014,0.0491,0.086,0.201,0.617,1.591
2/7/2014,0.0452,0.077,0.203,0.62,1.611
2/10/2014,0.0453,0.071,0.197,0.608,1.637
2/12/2014,0.0443,0.072,0.194,0.613,1.648
2/13/2014,0.0444,0.075,0.19,0.604,1.63
2/14/2014,0.0401,0.073,0.191,0.599,1.613
2/17/2014,0.0402,0.07,0.193,0.603,1.62
2/18/2014,0.0411,0.078,0.189,0.603,1.624
2/19/2014,0.0451,0.082,0.185,0.605,1.656
2/20/2014,0.0452,0.078,0.179,0.588,1.632
2/21/2014,0.0463,0.077,0.185,0.604,1.65
2/24/2014,0.0452,0.076,0.183,0.596,1.647
2/25/2014,0.0453,0.078,0.185,0.592,1.631
2/26/2014,0.0451,0.078,0.189,0.592,1.638
2/27/2014,0.0413,0.075,0.184,0.587,1.653
2/28/2014,0.036,0.074,0.181,0.586,1.647
3/3/2014,0.0352,0.073,0.172,0.58,1.627
3/4/2014,0.0352,0.076,0.181,0.589,1.621
3/5/2014,0.0351,0.075,0.185,0.609,1.627
3/6/2014,0.0321,0.077,0.185,0.622,1.654
3/7/2014,0.025,0.075,0.186,0.628,1.674
3/10/2014,0.0253,0.077,0.187,0.632,1.677
3/11/2014,0.0251,0.074,0.202,0.635,1.69
3/12/2014,0.0252,0.079,0.191,0.63,1.687
3/13/2014,0.025,0.087,0.203,0.644,1.715
3/14/2014,0.0352,0.092,0.192,0.627,1.705
3/17/2014,0.0352,0.083,0.192,0.624,1.705
3/18/2014,0.0312,0.08,0.198,0.622,1.704
3/19/2014,0.0303,0.075,0.198,0.614,1.701
3/20/2014,0.0213,0.072,0.19,0.601,1.674
3/24/2014,0.0211,0.077,0.198,0.616,1.696
3/25/2014,0.0213,0.077,0.195,0.611,1.694
3/26/2014,0.0212,0.078,0.203,0.632,1.702
3/27/2014,0.0231,0.08,0.2,0.632,1.703
3/28/2014,0.0303,,0.196,0.626,1.699
3/31/2014,0.0302,0.089,0.2,0.642,1.714
4/1/2014,0.0302,0.085,0.196,0.62,1.665
4/2/2014,0.0304,0.083,0.194,0.626,1.683
4/3/2014,0.0351,0.085,0.205,0.645,1.692
4/4/2014,0.05,0.085,0.203,0.648,1.687
4/7/2014,0.0501,0.088,0.19,0.618,1.661
4/8/2014,0.0503,0.085,0.19,0.62,1.692
4/9/2014,0.0504,0.085,0.189,0.616,1.705
4/10/2014,0.0501,0.08,0.19,0.609,1.699
4/11/2014,0.05,0.083,0.193,0.605,1.694
4/14/2014,0.053,0.09,0.192,0.608,1.69
4/15/2014,0.0553,0.09,0.19,0.605,1.691
4/16/2014,0.0551,0.09,0.19,0.61,1.676
4/17/2014,0.0554,0.091,0.19,0.605,1.684
4/18/2014,0.0592,0.088,0.188,0.601,1.684
4/21/2014,0.059,0.088,0.191,0.608,1.701
4/22/2014,0.0601,0.092,0.192,0.605,1.696
4/23/2014,0.0601,0.09,0.197,0.616,1.704
4/24/2014,0.0611,0.09,0.195,0.617,1.695
4/25/2014,0.0651,0.09,0.197,0.623,1.697
4/28/2014,0.065,0.09,0.195,0.617,1.697
4/30/2014,0.0623,0.092,0.197,0.627,1.712
5/1/2014,0.0603,0.09,0.195,0.622,1.708
5/2/2014,0.0562,0.09,0.19,0.611,1.706
5/7/2014,0.0551,0.09,0.19,0.601,1.696
5/8/2014,0.0554,0.088,0.191,0.612,1.697
5/9/2014,0.05,0.085,0.191,0.608,1.697
5/12/2014,0.0452,0.089,0.192,0.611,1.714
5/13/2014,0.0402,0.085,0.192,0.612,1.713
5/14/2014,0.0404,0.085,0.189,0.602,1.701
5/15/2014,0.04,0.085,0.185,0.595,1.695
5/16/2014,0.0401,0.085,0.185,0.584,1.691
5/19/2014,0.0402,0.085,0.19,0.59,1.689
5/20/2014,0.0352,0.083,0.19,0.592,1.696
5/21/2014,0.0343,0.083,0.192,0.598,1.689
5/22/2014,0.0343,0.085,0.191,0.601,1.69
5/23/2014,0.0373,0.083,0.186,0.592,1.695
5/26/2014,0.0373,0.083,0.185,0.589,1.691
5/27/2014,0.0373,0.087,0.186,0.593,1.694
5/28/2014,0.0382,0.09,0.18,0.584,1.681
5/29/2014,0.0391,0.088,0.18,0.576,1.676
5/30/2014,0.0492,0.09,0.176,0.578,1.687
6/2/2014,0.0472,0.09,0.18,0.587,1.694
6/3/2014,0.0453,0.09,0.182,0.589,1.693
6/4/2014,0.0451,0.09,0.179,0.616,1.702
6/5/2014,0.04,0.09,0.18,0.618,1.714
6/6/2014,0.0324,0.088,0.176,0.6,1.705
6/9/2014,0.0323,0.091,0.183,0.603,1.712
6/10/2014,0.0302,0.086,0.183,0.602,1.712
6/11/2014,0.0304,0.085,0.185,0.604,1.713
6/12/2014,0.0303,0.088,0.18,0.602,1.701
6/13/2014,0.0312,0.085,0.188,0.603,1.681
6/16/2014,0.0303,0.084,0.187,0.602,1.669
6/17/2014,0.0302,0.083,0.188,0.595,1.665
6/18/2014,0.03,0.085,0.188,0.602,1.673
6/19/2014,0.0304,0.085,0.183,0.591,1.717
6/20/2014,0.0262,0.085,0.178,0.587,1.711
6/23/2014,0.0253,0.084,0.18,0.584,1.713
6/24/2014,0.0251,0.085,0.175,0.582,1.716
6/25/2014,0.0252,0.088,0.175,0.574,1.707
6/26/2014,0.0241,0.085,0.171,0.572,1.693
6/27/2014,0.0291,0.082,0.171,0.564,1.689
6/30/2014,0.0302,0.073,0.169,0.566,1.688
7/1/2014,0.036,0.069,0.17,0.559,1.672
7/2/2014,0.0451,0.072,0.168,0.561,1.676
7/3/2014,0.0382,0.074,0.168,0.566,1.682
7/4/2014,0.025,0.073,0.168,0.57,1.696
7/7/2014,0.024,0.072,0.16,0.567,1.715
7/8/2014,0.0213,0.061,0.16,0.557,1.702
7/9/2014,0.0182,0.062,0.153,0.551,1.702
7/10/2014,0.018,0.062,0.153,0.546,1.72
7/11/2014,0.0243,0.065,0.152,0.537,1.716
7/14/2014,0.0233,0.062,0.156,0.541,1.702
7/15/2014,0.0232,0.062,0.155,0.544,1.699
7/16/2014,0.0191,0.062,0.163,0.547,1.697
7/17/2014,0.0171,0.062,0.157,0.537,1.669
7/18/2014,0.019,0.062,0.159,0.546,1.667
7/22/2014,0.0192,0.067,0.155,0.54,1.678
7/23/2014,0.0191,0.067,0.152,0.537,1.673
7/24/2014,0.0224,0.067,0.15,0.526,1.651
7/25/2014,0.0311,0.07,0.157,0.536,1.661
7/28/2014,0.0311,0.073,0.156,0.535,1.647
7/29/2014,0.0302,0.067,0.153,0.524,1.656
7/30/2014,0.0304,0.071,0.153,0.53,1.671
7/31/2014,0.0303,0.067,0.158,0.538,1.678
8/1/2014,0.0263,0.069,0.153,0.539,1.684
8/4/2014,0.025,0.071,0.153,0.532,1.691
8/5/2014,0.0223,0.069,0.153,0.523,1.68
8/6/2014,0.0201,0.066,0.152,0.521,1.683
8/7/2014,0.0212,0.069,0.157,0.527,1.689
8/8/2014,0.0233,0.063,0.149,0.505,1.675
8/11/2014,0.0211,0.067,0.157,0.517,1.686
8/12/2014,0.0201,0.066,0.157,0.514,1.67
8/13/2014,0.0191,0.07,0.157,0.515,1.661
8/14/2014,0.0193,0.067,0.15,0.506,1.671
8/15/2014,0.0241,0.07,0.153,0.503,1.667
8/18/2014,0.024,0.071,0.155,0.502,1.663
8/19/2014,0.0243,0.069,0.158,0.504,1.653
8/20/2014,0.0252,0.075,0.165,0.52,1.666
8/21/2014,0.025,0.076,0.167,0.529,1.673
8/22/2014,0.03,0.078,0.152,0.51,1.655
8/25/2014,0.0303,0.077,0.161,0.511,1.639
8/26/2014,0.0302,0.078,0.161,0.503,1.636
8/27/2014,0.03,0.076,0.16,0.498,1.641
8/28/2014,0.0312,0.071,0.156,0.493,1.626
8/29/2014,0.0241,0.075,0.162,0.496,1.625
9/1/2014,0.0232,0.079,0.161,0.496,1.632
9/2/2014,0.023,0.074,0.162,0.505,1.64
9/3/2014,0.0152,0.076,0.163,0.534,1.648
9/4/2014,0.004,0.078,0.163,0.535,1.664
9/5/2014,0,0.075,0.167,0.543,1.66
9/8/2014,-0.004,0.074,0.161,0.531,1.658
9/9/2014,-0.0029,0.075,0.163,0.536,1.677
9/10/2014,-0.0008,0.078,0.169,0.55,1.693
9/11/2014,-0.0008,0.078,0.176,0.566,1.702
9/12/2014,-0.0087,0.077,0.187,0.578,1.696
9/16/2014,-0.0088,0.076,0.186,0.582,1.705
9/17/2014,-0.0099,0.075,0.18,0.56,1.684
9/18/2014,-0.0089,0.067,0.182,0.569,1.696
9/19/2014,0.01,0.067,0.18,0.564,1.699
9/22/2014,-0.0046,0.07,0.173,0.542,1.676
9/24/2014,-0.0056,0.062,0.165,0.528,1.663
9/25/2014,-0.0039,0.063,0.173,0.525,1.64
9/26/2014,-0.0018,0.063,0.172,0.523,1.623
9/29/2014,0,0.078,0.18,0.524,1.611
9/30/2014,0,0.077,0.175,0.531,1.612
10/1/2014,0.0011,0.075,0.162,0.531,1.629
10/2/2014,0.0023,0.067,0.158,0.526,1.634
10/3/2014,-0.0109,0.061,0.15,0.518,1.633
10/6/2014,-0.0148,0.063,0.152,0.523,1.635
10/7/2014,-0.0176,0.055,0.148,0.513,1.633
10/8/2014,-0.0188,0.048,0.14,0.503,1.636
10/9/2014,-0.0198,0.052,0.139,0.492,1.623
10/10/2014,-0.0088,0.06,0.154,0.505,1.645
10/14/2014,-0.0108,0.048,0.151,0.5,1.643
10/15/2014,-0.0128,0.042,0.145,0.491,1.633
10/16/2014,-0.0137,0.046,0.147,0.487,1.627
10/17/2014,-0.0326,0.02,0.136,0.476,1.628
10/20/2014,-0.0568,0.024,0.134,0.488,1.637
10/21/2014,-0.0679,0.03,0.139,0.485,1.623
10/22/2014,-0.0709,0.033,0.137,0.485,1.614
10/23/2014,-0.0729,0.026,0.13,0.478,1.612
10/24/2014,-0.0239,0.019,0.119,0.47,1.615
10/27/2014,-0.0288,0.023,0.121,0.474,1.62
10/28/2014,-0.0349,0.019,0.122,0.461,1.622
10/29/2014,-0.0377,0.022,0.126,0.466,1.631
10/30/2014,-0.0446,0.024,0.122,0.469,1.654
10/31/2014,0.0011,0.033,0.119,0.458,1.604
11/4/2014,0.0023,0.021,0.118,0.444,1.444
11/5/2014,0.004,0.023,0.128,0.471,1.508
11/6/2014,0.0073,0.036,0.126,0.47,1.523
11/7/2014,0.0011,0.033,0.135,0.483,1.527
11/10/2014,-0.0007,0.025,0.124,0.455,1.5
11/11/2014,-0.0027,0.035,0.155,0.492,1.518
11/12/2014,-0.0036,0.047,0.175,0.533,1.544
11/13/2014,-0.0028,0.04,0.149,0.502,1.498
11/14/2014,-0.0539,0.014,0.142,0.483,1.446
11/17/2014,-0.0568,0.016,0.139,0.487,1.425
11/18/2014,-0.0636,0.016,0.152,0.513,1.479
11/19/2014,-0.0758,0.01,0.125,0.483,1.421
11/20/2014,-0.0836,0.01,0.119,0.473,1.387
11/21/2014,-0.0226,0.008,0.12,0.462,1.415
11/25/2014,-0.0229,0.036,0.121,0.452,1.409
11/26/2014,-0.0228,0.006,0.109,0.437,1.399
11/27/2014,-0.0267,0.014,0.109,0.427,1.391
11/28/2014,-0.0448,0.008,0.106,0.421,1.383
12/1/2014,-0.0468,0.01,0.102,0.428,1.376
12/2/2014,-0.0477,0.006,0.091,0.424,1.37
12/3/2014,-0.0489,0.002,0.072,0.436,1.381
12/4/2014,-0.0458,-0.003,0.078,0.437,1.416
12/5/2014,-0.0057,-0.004,0.075,0.421,1.416
12/8/2014,-0.0057,0.002,0.092,0.444,1.425
12/9/2014,-0.0058,-0.002,0.077,0.419,1.376
12/10/2014,-0.0056,0.005,0.075,0.414,1.384
12/11/2014,-0.0089,0.005,0.08,0.411,1.382
12/12/2014,-0.0079,0.007,0.078,0.396,1.388
12/15/2014,-0.0049,0.007,0.074,0.378,1.377
12/16/2014,-0.0046,0.003,0.052,0.361,1.372
12/17/2014,-0.0048,0.005,0.054,0.363,1.367
12/18/2014,-0.0049,-0.005,0.048,0.361,1.349
12/19/2014,-0.001,-0.037,0.037,0.356,1.322
12/22/2014,-0.001,-0.033,0.039,0.338,1.302
12/24/2014,0,-0.038,0.041,0.334,1.28
12/25/2014,0,-0.037,0.039,0.315,1.237
12/26/2014,0,,0.048,0.33,1.264
12/29/2014,0,-0.016,0.035,0.325,1.266
12/30/2014,0,-0.022,0.03,0.329,1.239
1/5/2015,0.02,-0.015,0.03,0.325,1.24
1/6/2015,-0.014,-0.021,0.015,0.293,1.18
1/7/2015,-0.043,-0.021,0.022,0.301,1.16
1/8/2015,-0.027,-0.022,0.022,0.294,1.108
1/9/2015,-0.057,-0.031,0.012,0.279,1.148
1/13/2015,-0.0549,-0.02,0.013,0.268,1.128
1/14/2015,-0.0547,-0.02,0.011,0.259,1.104
1/15/2015,-0.0549,-0.019,0.02,0.253,1.091
1/16/2015,-0.0389,-0.02,0.016,0.243,1.087
1/19/2015,-0.0406,-0.02,0.013,0.201,1.071
1/20/2015,-0.0469,-0.025,0.005,0.223,1.076
1/21/2015,-0.055,-0.025,0.022,0.252,1.091
1/22/2015,-0.0576,-0.012,0.065,0.32,1.221
1/23/2015,-0.0008,-0.011,0.015,0.234,1.206
1/26/2015,-0.0016,-0.013,0.017,0.23,1.314
1/27/2015,-0.0029,-0.013,0.041,0.263,1.341
1/28/2015,-0.0017,0.005,0.061,0.295,1.302
1/29/2015,-0.0008,0.006,0.058,0.297,1.298
1/30/2015,-0.0047,0.009,0.046,0.278,1.276
2/2/2015,-0.0068,0.028,0.066,0.289,1.251
2/3/2015,-0.0137,0.027,0.107,0.366,1.321
2/4/2015,-0.0159,0.032,0.106,0.381,1.351
2/5/2015,-0.0157,0.05,0.116,0.361,1.356
2/6/2015,0,0.034,0.088,0.339,1.326
2/9/2015,0,0.05,0.109,0.354,1.348
2/10/2015,0,0.052,0.127,0.395,1.41
2/12/2015,0,0.05,0.123,0.396,1.421
2/13/2015,0,0.047,0.14,0.424,1.463
2/16/2015,0,0.045,0.152,0.441,1.481
2/17/2015,0.0033,0.038,0.128,0.399,1.487
2/18/2015,0.0043,0.04,0.136,0.411,1.486
2/19/2015,0.0052,0.033,0.12,0.393,1.439
2/20/2015,0,0.034,0.116,0.391,1.422
2/23/2015,-0.0049,0.034,0.112,0.383,1.43
2/24/2015,-0.0058,0.035,0.107,0.377,1.414
2/25/2015,-0.0078,0.025,0.094,0.34,1.381
2/26/2015,-0.0079,0.026,0.096,0.343,1.431
2/27/2015,0,0.018,0.073,0.335,1.421
3/2/2015,0,0.025,0.079,0.35,1.441
3/3/2015,0,0.026,0.103,0.376,1.503
3/4/2015,-0.0069,0.024,0.101,0.409,1.501
3/5/2015,-0.0087,0.011,0.096,0.404,1.458
3/6/2015,0,0.012,0.091,0.396,1.447
3/9/2015,0,0.023,0.128,0.435,1.486
3/10/2015,0,0.034,0.144,0.469,1.521
3/11/2015,0,0.028,0.12,0.42,1.505
3/12/2015,0,0.028,0.111,0.389,1.486
3/13/2015,0,0.019,0.137,0.41,1.487
3/16/2015,-0.0008,0.017,0.133,0.418,1.47
3/17/2015,-0.0008,0.019,0.123,0.425,1.454
3/18/2015,-0.0008,0.012,0.103,0.366,1.345
3/19/2015,0,0.011,0.078,0.337,1.286
3/20/2015,0.0061,0.011,0.081,0.329,1.301
3/23/2015,0.0062,0.019,0.075,0.314,1.314
3/24/2015,0.0062,0.027,0.085,0.31,1.289
3/25/2015,0.0073,0.027,0.09,0.33,1.27
3/26/2015,0.0092,0.029,0.089,0.329,1.264
3/27/2015,0.02,0.041,0.125,0.375,1.371
3/30/2015,0.0053,0.04,0.129,0.374,1.339
3/31/2015,0.005,0.046,0.141,0.405,1.346
4/1/2015,0.0052,0.038,0.118,0.388,1.358
4/2/2015,0.0043,0.027,0.1,0.341,1.32
4/3/2015,0.002,0.02,0.1,0.368,1.371
4/6/2015,0.002,0.016,0.09,0.34,1.367
4/7/2015,0.002,0.02,0.095,0.36,1.383
4/8/2015,0.0021,0.024,0.104,0.364,1.384
4/9/2015,0.0013,0.014,0.103,0.367,1.394
4/10/2015,-0.0086,0.012,0.095,0.345,1.374
4/13/2015,-0.0087,0.013,0.098,0.343,1.388
4/14/2015,-0.0088,0.01,0.081,0.33,1.364
4/15/2015,-0.0086,0.014,0.081,0.329,1.352
4/16/2015,-0.0087,0.014,0.083,0.329,1.325
4/17/2015,-0.0198,0.008,0.07,0.308,1.289
4/20/2015,-0.0196,0.009,0.084,0.31,1.274
4/21/2015,-0.0199,0.01,0.085,0.315,1.306
4/22/2015,-0.0197,0.005,0.073,0.306,1.296
4/23/2015,-0.0199,0.004,0.074,0.315,1.31
4/24/2015,-0.0178,-0.016,0.057,0.29,1.3
4/27/2015,-0.0188,0.004,0.068,0.309,1.329
4/28/2015,-0.0189,0.01,0.065,0.301,1.331
4/30/2015,-0.0029,0.012,0.09,0.342,1.356
5/1/2015,-0.0186,0.01,0.106,0.363,1.369
5/7/2015,-0.0189,0.027,0.132,0.43,1.44
5/8/2015,-0.0186,0.017,0.111,0.421,1.437
5/11/2015,-0.0049,0.01,0.089,0.396,1.432
5/12/2015,-0.0046,-0.004,0.131,0.449,1.485
5/13/2015,-0.0039,0.004,0.13,0.455,1.5
5/14/2015,-0.0017,-0.009,0.12,0.454,1.489
5/15/2015,0,-0.005,0.096,0.404,1.442
5/18/2015,0,-0.013,0.101,0.39,1.412
5/19/2015,0.0012,-0.015,0.098,0.379,1.398
5/20/2015,0.0013,-0.008,0.101,0.396,1.447
5/21/2015,0.0013,-0.005,0.109,0.414,1.466
5/22/2015,0.002,-0.004,0.11,0.419,1.469
5/25/2015,0,-0.002,0.113,0.424,1.483
5/26/2015,0,0.002,0.109,0.423,1.478
5/27/2015,0,0.005,0.098,0.39,1.463
5/28/2015,0,-0.007,0.093,0.401,1.499
5/29/2015,0.0032,0.004,0.09,0.394,1.474
6/1/2015,0.0012,0.005,0.1,0.409,1.501
6/2/2015,-0.0029,0.004,0.095,0.423,1.493
6/3/2015,-0.0026,0.009,0.109,0.474,1.519
6/4/2015,-0.0026,0.012,0.129,0.509,1.545
6/5/2015,0.002,-0.001,0.111,0.491,1.521
6/8/2015,0.002,0.004,0.111,0.496,1.541
6/9/2015,0.002,0.008,0.1,0.458,1.496
6/10/2015,0.0013,0.012,0.135,0.511,1.5
6/11/2015,0.0013,0.006,0.154,0.536,1.506
6/12/2015,0,0.013,0.125,0.518,1.504
6/15/2015,0,0.004,0.116,0.509,1.498
6/16/2015,0,0.001,0.111,0.502,1.499
6/17/2015,0,0.005,0.11,0.481,1.488
6/18/2015,0,0.016,0.102,0.449,1.471
6/19/2015,0,0.013,0.118,0.423,1.449
6/22/2015,0,0.012,0.122,0.437,1.427
6/23/2015,0,0.007,0.13,0.465,1.452
6/24/2015,0,0.001,0.121,0.464,1.451
6/25/2015,0,0.01,0.129,0.48,1.475
6/26/2015,0,-0.001,0.116,0.47,1.457
