Date,Close
1/4/2000,7.068
1/5/2000,7.163
1/6/2000,7.1
1/7/2000,7.13
1/10/2000,7.158
1/11/2000,7.255
1/12/2000,7.26
1/13/2000,7.17
1/14/2000,7.233
1/17/2000,7.253
1/18/2000,7.293
1/19/2000,7.265
1/20/2000,7.305
1/21/2000,7.275
1/24/2000,7.258
1/25/2000,7.227
1/27/2000,7.185
1/28/2000,7.132
1/31/2000,7.225
2/1/2000,7.15
2/2/2000,7.118
2/3/2000,6.985
2/4/2000,7.083
2/7/2000,7.188
2/8/2000,7.135
2/9/2000,7.133
2/10/2000,7.113
2/11/2000,7.124
2/14/2000,7.085
2/15/2000,7.058
2/16/2000,7.078
2/17/2000,7.048
2/18/2000,7.005
2/21/2000,6.843
2/22/2000,6.705
2/23/2000,6.795
2/24/2000,6.71
2/25/2000,6.595
2/28/2000,6.688
2/29/2000,6.665
3/1/2000,6.55
3/2/2000,6.665
3/3/2000,6.605
3/6/2000,6.755
3/7/2000,6.685
3/8/2000,6.715
3/9/2000,6.745
3/10/2000,6.63
3/13/2000,6.74
3/14/2000,6.64
3/15/2000,6.566
3/16/2000,6.51
3/17/2000,6.53
3/20/2000,6.5
3/21/2000,6.325
3/22/2000,6.388
3/23/2000,6.405
3/24/2000,6.505
3/27/2000,6.57
3/28/2000,6.521
3/29/2000,6.553
3/30/2000,6.559
3/31/2000,6.379
4/3/2000,6.358
4/4/2000,6.34
4/5/2000,6.288
4/6/2000,6.283
4/7/2000,6.342
4/10/2000,6.231
4/11/2000,6.142
4/12/2000,6.235
4/13/2000,6.268
4/14/2000,6.191
4/17/2000,6.098
4/18/2000,6.187
4/19/2000,6.273
4/20/2000,6.299
4/26/2000,6.398
4/27/2000,6.408
4/28/2000,6.408
5/1/2000,6.476
5/2/2000,6.499
5/3/2000,6.552
5/4/2000,6.607
5/5/2000,6.582
5/8/2000,6.575
5/9/2000,6.568
5/10/2000,6.55
5/11/2000,6.433
5/12/2000,6.467
5/15/2000,6.535
5/16/2000,6.448
5/17/2000,6.467
5/18/2000,6.553
5/19/2000,6.612
5/22/2000,6.547
5/23/2000,6.5
5/24/2000,6.447
5/25/2000,6.477
5/26/2000,6.35
5/29/2000,6.247
5/30/2000,6.303
5/31/2000,6.287
6/1/2000,6.146
6/2/2000,6.082
6/5/2000,6.158
6/6/2000,6.127
6/7/2000,6.133
6/8/2000,6.197
6/9/2000,6.099
6/13/2000,6.057
6/14/2000,6.174
6/15/2000,6.174
6/16/2000,6.173
6/19/2000,6.123
6/20/2000,6.203
6/21/2000,6.268
6/22/2000,6.308
6/23/2000,6.258
6/26/2000,6.293
6/27/2000,6.253
6/28/2000,6.263
6/29/2000,6.243
6/30/2000,6.183
7/3/2000,6.196
7/4/2000,6.113
7/5/2000,6.102
7/6/2000,6.146
7/7/2000,6.197
7/10/2000,6.088
7/11/2000,6.143
7/12/2000,6.148
7/13/2000,6.208
7/14/2000,6.132
7/17/2000,6.208
7/18/2000,6.243
7/19/2000,6.278
7/20/2000,6.283
7/21/2000,6.139
7/24/2000,6.102
7/25/2000,6.152
7/26/2000,6.164
7/27/2000,6.183
7/28/2000,6.213
7/31/2000,6.259
8/1/2000,6.279
8/2/2000,6.26
8/3/2000,6.213
8/4/2000,6.21
8/8/2000,6.158
8/9/2000,6.133
8/10/2000,6.182
8/11/2000,6.17
8/14/2000,6.25
8/15/2000,6.26
8/16/2000,6.253
8/17/2000,6.295
8/18/2000,6.285
8/21/2000,6.235
8/22/2000,6.235
8/23/2000,6.255
8/24/2000,6.2
8/25/2000,6.225
8/28/2000,6.21
8/29/2000,6.258
8/30/2000,6.31
8/31/2000,6.28
9/1/2000,6.11
9/4/2000,5.965
9/5/2000,6
9/6/2000,6.023
9/7/2000,6.075
9/8/2000,6.09
9/11/2000,6.07
9/12/2000,6.085
9/13/2000,6.05
9/14/2000,6.048
9/15/2000,6.05
9/18/2000,6.055
9/19/2000,6.26
9/20/2000,6.235
9/21/2000,6.27
9/22/2000,6.188
9/25/2000,6.245
9/26/2000,6.24
9/27/2000,6.24
9/28/2000,6.2
9/29/2000,6.225
10/3/2000,6.15
10/4/2000,6.185
10/5/2000,6.223
10/6/2000,6.207
10/9/2000,6.085
10/10/2000,6.155
10/11/2000,6.16
10/12/2000,6.145
10/13/2000,6.08
10/16/2000,6.165
10/17/2000,6.168
10/18/2000,6.145
10/19/2000,6.14
10/20/2000,6.1
10/23/2000,6.108
10/24/2000,5.995
10/25/2000,6
10/26/2000,6.11
10/27/2000,6.138
10/30/2000,6.203
10/31/2000,6.213
11/1/2000,6.163
11/2/2000,6.173
11/3/2000,6.162
11/6/2000,6.22
11/7/2000,6.203
11/8/2000,6.165
11/9/2000,6.123
11/10/2000,6.117
11/13/2000,6.015
11/14/2000,5.998
11/15/2000,6.003
11/16/2000,6
11/17/2000,5.895
11/20/2000,5.915
11/21/2000,5.92
11/22/2000,5.865
11/23/2000,5.888
11/24/2000,5.91
11/27/2000,5.933
11/28/2000,5.874
11/29/2000,5.81
11/30/2000,5.775
12/1/2000,5.813
12/4/2000,5.785
12/5/2000,5.66
12/6/2000,5.643
12/7/2000,5.575
12/8/2000,5.575
12/11/2000,5.645
12/12/2000,5.617
12/13/2000,5.53
12/14/2000,5.465
12/15/2000,5.475
12/18/2000,5.475
12/19/2000,5.538
12/20/2000,5.433
12/21/2000,5.446
12/22/2000,5.42
12/27/2000,5.443
12/28/2000,5.51
12/29/2000,5.48
1/2/2001,5.34
1/3/2001,5.495
1/4/2001,5.49
1/5/2001,5.34
1/8/2001,5.42
1/9/2001,5.45
1/10/2001,5.44
1/11/2001,5.43
1/12/2001,5.42
1/15/2001,5.505
1/16/2001,5.505
1/17/2001,5.475
1/18/2001,5.385
1/19/2001,5.45
1/22/2001,5.525
1/23/2001,5.495
1/24/2001,5.465
1/25/2001,5.41
1/29/2001,5.43
1/30/2001,5.379
1/31/2001,5.287
2/1/2001,5.298
2/2/2001,5.365
2/5/2001,5.35
2/6/2001,5.352
2/7/2001,5.353
2/8/2001,5.39
2/9/2001,5.39
2/12/2001,5.285
2/13/2001,5.295
2/14/2001,5.385
2/15/2001,5.522
2/16/2001,5.465
2/19/2001,5.41
2/20/2001,5.4
2/21/2001,5.394
2/22/2001,5.4
2/23/2001,5.355
2/26/2001,5.32
2/27/2001,5.268
2/28/2001,5.249
3/1/2001,5.28
3/2/2001,5.28
3/5/2001,5.27
3/6/2001,5.27
3/7/2001,5.185
3/8/2001,5.17
3/9/2001,5.1
3/12/2001,5.065
3/13/2001,5.071
3/14/2001,5.01
3/15/2001,5
3/16/2001,4.995
3/19/2001,4.975
3/20/2001,4.972
3/21/2001,4.983
3/22/2001,5.065
3/23/2001,5.175
3/26/2001,5.248
3/27/2001,5.338
3/28/2001,5.32
3/29/2001,5.31
3/30/2001,5.293
4/2/2001,5.273
4/3/2001,5.345
4/4/2001,5.243
4/5/2001,5.363
4/6/2001,5.477
4/9/2001,5.438
4/10/2001,5.493
4/11/2001,5.57
4/12/2001,5.628
4/17/2001,5.658
4/18/2001,5.702
4/19/2001,5.67
4/20/2001,5.838
4/23/2001,5.852
4/24/2001,5.802
4/26/2001,5.837
4/27/2001,5.705
4/30/2001,5.797
5/1/2001,5.833
5/2/2001,5.843
5/3/2001,5.795
5/4/2001,5.79
5/7/2001,5.793
5/8/2001,5.738
5/9/2001,5.745
5/10/2001,5.677
5/11/2001,5.795
5/14/2001,5.968
5/15/2001,6.018
5/16/2001,6.117
5/17/2001,6.113
5/18/2001,6.07
5/21/2001,6.123
5/22/2001,6.083
5/23/2001,6.078
5/24/2001,6.055
5/25/2001,6.105
5/28/2001,6.105
5/29/2001,6.093
5/30/2001,6.103
5/31/2001,6.038
6/1/2001,5.977
6/4/2001,5.893
6/5/2001,5.947
6/6/2001,6.022
6/7/2001,5.97
6/8/2001,6.043
6/12/2001,5.997
6/13/2001,5.89
6/14/2001,5.828
6/15/2001,5.815
6/18/2001,5.843
6/19/2001,5.883
6/20/2001,5.843
6/21/2001,5.878
6/22/2001,5.85
6/25/2001,5.788
6/26/2001,5.805
6/27/2001,5.938
6/28/2001,5.978
6/29/2001,6.06
7/2/2001,6.118
7/3/2001,6.135
7/4/2001,6.218
7/5/2001,6.185
7/6/2001,6.21
7/9/2001,6.188
7/10/2001,6.168
7/11/2001,6.098
7/12/2001,6.193
7/13/2001,6.178
7/16/2001,6.118
7/17/2001,6.08
7/18/2001,6.048
7/19/2001,5.973
7/20/2001,5.915
7/23/2001,5.973
7/24/2001,5.988
7/25/2001,6.057
7/26/2001,6.14
7/27/2001,6.115
7/30/2001,6.09
7/31/2001,6.093
8/1/2001,6.023
8/2/2001,6.018
8/3/2001,6.048
8/7/2001,6.01
8/8/2001,6.025
8/9/2001,5.71
8/10/2001,5.72
8/13/2001,5.728
8/14/2001,5.75
8/15/2001,5.793
8/16/2001,5.828
8/17/2001,5.78
8/20/2001,5.718
8/21/2001,5.758
8/22/2001,5.7
8/23/2001,5.735
8/24/2001,5.682
8/27/2001,5.653
8/28/2001,5.613
8/29/2001,5.51
8/30/2001,5.528
8/31/2001,5.553
9/3/2001,5.565
9/4/2001,5.618
9/5/2001,5.817
9/6/2001,5.83
9/7/2001,5.755
9/10/2001,5.583
9/11/2001,5.623
9/12/2001,5.465
9/13/2001,5.498
9/14/2001,5.505
9/17/2001,5.447
9/18/2001,5.475
9/19/2001,5.578
9/20/2001,5.55
9/21/2001,5.592
9/24/2001,5.638
9/25/2001,5.657
9/26/2001,5.622
9/27/2001,5.572
9/28/2001,5.533
10/1/2001,5.54
10/2/2001,5.448
10/3/2001,5.438
10/4/2001,5.455
10/5/2001,5.393
10/8/2001,5.357
10/9/2001,5.363
10/10/2001,5.412
10/11/2001,5.442
10/12/2001,5.518
10/15/2001,5.477
10/16/2001,5.438
10/17/2001,5.427
10/18/2001,5.432
10/19/2001,5.438
10/22/2001,5.462
10/23/2001,5.587
10/24/2001,5.513
10/25/2001,5.393
10/26/2001,5.38
10/29/2001,5.29
10/30/2001,5.18
10/31/2001,5.22
11/1/2001,5.165
11/2/2001,5.119
11/5/2001,5.163
11/6/2001,5.107
11/7/2001,5.083
11/8/2001,5.005
11/9/2001,5.14
11/12/2001,5.243
11/13/2001,5.195
11/14/2001,5.26
11/15/2001,5.45
11/16/2001,5.743
11/19/2001,5.785
11/20/2001,5.72
11/21/2001,5.815
11/22/2001,5.893
11/23/2001,5.915
11/26/2001,5.83
11/27/2001,5.85
11/28/2001,5.695
11/29/2001,5.715
11/30/2001,5.585
12/3/2001,5.565
12/4/2001,5.613
12/5/2001,5.815
12/6/2001,5.783
12/7/2001,5.868
12/10/2001,5.835
12/11/2001,5.82
12/12/2001,5.865
12/13/2001,5.818
12/14/2001,5.845
12/17/2001,5.935
12/18/2001,5.898
12/19/2001,5.807
12/20/2001,5.83
12/21/2001,5.915
12/24/2001,5.905
12/27/2001,6.093
12/28/2001,6.025
12/31/2001,6.02
1/2/2002,6.075
1/3/2002,6.03
1/4/2002,6.045
1/7/2002,6.025
1/8/2002,5.918
1/9/2002,5.892
1/10/2002,5.835
1/11/2002,5.935
1/14/2002,5.598
1/15/2002,5.66
1/16/2002,5.645
1/17/2002,5.708
1/18/2002,5.76
1/21/2002,5.823
1/22/2002,5.815
1/23/2002,5.965
1/24/2002,5.978
1/25/2002,5.988
1/29/2002,6.045
1/30/2002,5.93
1/31/2002,6.038
2/1/2002,5.95
2/4/2002,5.97
2/5/2002,5.875
2/6/2002,5.878
2/7/2002,5.86
2/8/2002,5.898
2/11/2002,5.968
2/12/2002,6.028
2/13/2002,6.043
2/14/2002,6.095
2/15/2002,5.935
2/18/2002,5.983
2/19/2002,5.988
2/20/2002,5.953
2/21/2002,5.99
2/22/2002,5.91
2/25/2002,5.905
2/26/2002,5.925
2/27/2002,6.04
2/28/2002,5.96
3/1/2002,6.01
3/4/2002,6.178
3/5/2002,6.16
3/6/2002,6.01
3/7/2002,6.27
3/8/2002,6.385
3/11/2002,6.378
3/12/2002,6.36
3/13/2002,6.388
3/14/2002,6.465
3/15/2002,6.443
3/18/2002,6.375
3/19/2002,6.385
3/20/2002,6.35
3/21/2002,6.43
3/22/2002,6.385
3/25/2002,6.405
3/26/2002,6.425
3/27/2002,6.338
3/28/2002,6.335
4/2/2002,6.498
4/3/2002,6.388
4/4/2002,6.31
4/5/2002,6.33
4/8/2002,6.29
4/9/2002,6.36
4/10/2002,6.295
4/11/2002,6.385
4/12/2002,6.34
4/15/2002,6.305
4/16/2002,6.31
4/17/2002,6.343
4/18/2002,6.35
